"","KO0","KO24","KO4","KO8","WT0","WT24","WT4","WT8"
"0610009B22Rik",587.478465820053,592.045482383397,340.234208184475,502.557163691988,527.060065029472,574.308153869144,356.620676081686,489.785364755706
