"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","0610010F05Rik",1737.22103066611,-0.726927484513462,0.104430451398172,-6.96087659088858,3.38161909627696e-12,1.63408372845169e-11
"2","0610010K14Rik",137.693621251761,-0.670283005204457,0.206245445651507,-3.24992875884897,0.00115433922169065,0.00265610900274553
"3","0610012G03Rik",1838.94726496655,-1.41587915408495,0.156659892264566,-9.03791732279388,1.59685076466043e-19,1.19504526257848e-18
"4","0610030E20Rik",1791.96097493262,0.418034093603638,0.0834187683294896,5.01127146774064,5.4071571642009e-07,1.76351898524288e-06
"5","0610040J01Rik",34.807290531489,-4.47507783064333,1.0151644077204,-4.40822963907131,1.0421901166005e-05,3.01893454276111e-05
"6","0610043K17Rik",4.14088992894064,6.05955636601305,1.9525143948634,3.10346309453815,0.00191270088639285,0.00427565156144257
"7","1110003F10Rik",3.75368308367839,-2.5983508853473,0.870123648352427,-2.98618580275028,0.00282480953405289,0.00615936327782075
"8","1110004F10Rik",4842.55650742442,0.317705230521359,0.0648126613065468,4.90190071070677,9.49138082451216e-07,3.02840889168063e-06
"9","1110006O24Rik",45.0019689836654,-0.732073452115786,0.300446902967366,-2.43661507203255,0.014825451571243,0.0287755617281901
"10","1110012L19Rik",559.644530302202,0.356098705248227,0.108495498045157,3.28215190182375,0.00103018092954808,0.00238391972040557
"11","1110013H19Rik",11.237180843803,-1.45537485299371,0.572295311127561,-2.54304871050973,0.0109889908452492,0.0218102908975884
"12","1110019D14Rik",74.6330900624311,-0.703729831001777,0.203246961309791,-3.46243715756785,0.000535306906591218,0.00128462164143211
"13","1110028F18Rik",10.2455158487976,6.56289448364448,0.947986003602694,6.92298668830877,4.42219338201667e-12,2.11859646081442e-11
"14","1110032A03Rik",445.371219818823,-0.833156972035157,0.173732676027133,-4.79562619472367,1.62167439799546e-06,5.06722246195002e-06
"15","1110032F04Rik",78.8047595040395,6.25868331913764,0.618564616935603,10.118075214427,4.59360085413001e-24,4.30727153914523e-23
"16","1110035H17Rik",9.37948519335832,-1.83772582525454,0.63090843289178,-2.91282495120773,0.00358175321976739,0.00768024090884224
"17","1110038B12Rik",1087.15863696847,-0.749908402816937,0.0824005404645856,-9.10077043899045,8.96932815769988e-20,6.80585070051674e-19
"18","1110038F14Rik",1839.0555075555,0.492779250260418,0.0784881453974757,6.27839080366736,3.420951597961e-10,1.42964950496953e-09
"19","1110059E24Rik",1212.2391427538,0.524897101081895,0.127250513532548,4.12491145623266,3.70877410068571e-05,0.000101290087045484
"20","1110065P20Rik",313.766106465152,-0.602920012535944,0.175092453336609,-3.44343802971823,0.000574368208746713,0.00137202681537978
"21","1190001M18Rik",49.3820608032757,2.19706821543241,0.30645234231389,7.16936342807266,7.53472915908243e-13,3.7952081032476e-12
