"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","0610010F05Rik",1737.22103066611,-0.78464242624446,0.128979679450336,-6.08345771665987,1.1761794688388e-09,5.79262424004181e-09
"2","0610010K14Rik",137.693621251761,-0.643809084365061,0.255290497105232,-2.52186858369303,0.0116733309572908,0.024565256941325
"3","0610012G03Rik",1838.94726496655,-1.60503305672235,0.193752801696809,-8.28392179450369,1.19183891173363e-16,1.01734624606262e-15
"4","0610030E20Rik",1791.96097493262,0.44698205533247,0.103104696569631,4.33522497232318,1.45611125359946e-05,4.70138048369611e-05
"5","0610040J01Rik",34.807290531489,-4.82961536380932,1.25653048502473,-3.84361177175439,0.000121236744208754,0.000348449997954713
"6","0610043K17Rik",4.14088992894064,6.08992320868613,2.3768581219759,2.56217363265399,0.0104019300421925,0.0220746795456919
"7","1110003F10Rik",3.75368308367839,-2.61041459400959,1.04249254883129,-2.50401271158826,0.0122793622390077,0.0257463657308382
"8","1110004F10Rik",4842.55650742442,0.294556380778884,0.0800911153405229,3.67776599846963,0.000235285658020687,0.000649174520084349
"9","1110012L19Rik",559.644530302202,0.344543158227283,0.134551687439707,2.56067511885849,0.0104468998282902,0.0221550519262225
"10","1110019D14Rik",74.6330900624311,-0.589250356048336,0.250704859358341,-2.35037468981046,0.0187545213676494,0.0378380390477217
"11","1110028F18Rik",10.2455158487976,7.05579029488726,1.04266605174335,6.76706629422707,1.31419869510859e-11,7.63976320444612e-11
"12","1110032A03Rik",445.371219818823,-0.815746616692495,0.215122361818754,-3.79201218225645,0.000149431581862809,0.000423744994402557
"13","1110032F04Rik",78.8047595040395,6.79353549245952,0.727597286286102,9.33694451656902,9.9154196633249e-21,1.12849870043216e-19
"14","1110038B12Rik",1087.15863696847,-0.609392696062948,0.101847205468934,-5.98340124559261,2.18525550647447e-09,1.04765694005003e-08
"15","1110038F14Rik",1839.0555075555,0.442637658003305,0.0968110317352826,4.57218201344698,4.82671379041333e-06,1.65344646101445e-05
"16","1110059E24Rik",1212.2391427538,0.700644628226667,0.157218085598341,4.45651418257734,8.33030922780584e-06,2.77575354141527e-05
"17","1190001M18Rik",49.3820608032757,2.53621290421042,0.384398658027515,6.59787137974057,4.17102870843232e-11,2.33287226354398e-10
"18","1190005I06Rik",12.5654419410687,-2.55680285420036,0.822374834352606,-3.10904802457038,0.00187691207653683,0.00451450552520449
"19","1190007I07Rik",138.287984577604,-0.983029782878391,0.233002690105938,-4.21896323356371,2.45428287381411e-05,7.70338830200889e-05
"20","1200007C13Rik",14.9096474706664,8.23843293744439,1.20712040764281,6.82486426812373,8.80084858534208e-12,5.21323240137964e-11
"21","1500002C15Rik",44.796862921647,-1.24141922833278,0.33864889283591,-3.66580034541647,0.000246566240215991,0.000677902048465002
"22","1600012H06Rik",3012.46505599317,0.390850539839805,0.116209600310317,3.36332401794781,0.000770099181983675,0.00196614176010133
"23","1600014C10Rik",14050.8632061549,3.93613114049667,0.207342242261383,18.9837396256892,2.32447069627427e-80,4.2684313995786e-78
"24","1600020E01Rik",214.485012628142,0.865229215699562,0.228569358811283,3.78541209635161,0.000153454071374623,0.000434756692295897
"25","1600022D10Rik",19.5468425956104,1.55541700598905,0.578406378601641,2.68914220785295,0.00716358946379212,0.0156382374588197
"26","1700001C19Rik",11.9245332985455,-3.19001199759528,1.02393717240901,-3.11543723926945,0.00183672429666548,0.00442417320665059
"27","1700001K19Rik",2.41181913029717,-5.64940134402368,2.19790530103461,-2.57035703101692,0.0101593751249268,0.0216145132148672
"28","1700003D09Rik",4.66718865300488,6.43077492281432,1.84878150295924,3.47838558127119,0.000504443740890405,0.00132187368100937
"29","1700003E16Rik",7.13971657163224,-1.80138632864041,0.748743199927287,-2.4058800518193,0.0161335609414995,0.0329918186125441
"30","1700003F12Rik",14.3593831129892,-2.13561796123348,0.944739803064706,-2.26053560388332,0.0237880293026856,0.0469190374873442
"31","1700003N22Rik",26.4692210505609,1.28796506495789,0.330144740937528,3.90121333237173,9.57117567048597e-05,0.000278235108090275
"32","1700008J07Rik",77.7324190613873,-0.835550816793437,0.237279013267389,-3.52138524721467,0.000429298429328476,0.00113750809720939
"33","1700010I14Rik",55.3123818739522,-2.39682873627011,0.558224134860415,-4.29366734003617,1.75745739883785e-05,5.6236577946119e-05
"34","1700011B04Rik",4.5278872689847,5.77974127684069,1.20611674872001,4.79202472146615,1.65106552491157e-06,5.96545698584121e-06
"35","1700012B09Rik",23.503717509694,8.44152023279343,1.09010715225913,7.74375272678405,9.65246435337031e-15,7.22843218128334e-14
"36","1700014D04Rik",3.45971084052911,4.78707514074177,1.51511468960756,3.159546385219,0.00158014945201284,0.00384600421311925
"37","1700016A09Rik",16.4683293416806,-1.61917174453091,0.619011936665604,-2.6157358988145,0.00890353947324129,0.0191082444086887
"38","1700019L13Rik",11.0309908336271,7.31858819060338,1.07722777521773,6.79390966234986,1.09134739131755e-11,6.39702875404269e-11
"39","1700022I11Rik",39.7154941068774,0.669076563777138,0.284873327617485,2.34868097119834,0.0188400413813883,0.0380000539289364
"40","1700023B13Rik",45.7584727306442,1.5449565102246,0.364698231605834,4.23625994406902,2.27273654140626e-05,7.16649912017456e-05
