"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610005C13Rik",1.59529203836994,-3.88324016906974,3.86994472076736,-1.00343556543096,0.315650751351413,NA
"0610009B22Rik",492.096663350625,0.1678065105918,0.16750031694767,1.00182801829698,0.316426662620645,0.472572311818304
"0610009E02Rik",18.4792197947492,0.114194597538197,0.479992023817729,0.237909364888865,0.81195139190438,0.896249553323743
"0610009L18Rik",58.6211666862553,-1.88416122546524,0.445351859226957,-4.23072495697171,2.32939355494285e-05,0.000130509048877102
"0610010F05Rik",1737.22103066611,-0.19791685728602,0.172623724511391,-1.14652176487456,0.251579326885798,0.397963670310041
"0610010K14Rik",137.693621251761,-0.996748286296113,0.314457856527621,-3.16973567556122,0.00152577666987843,0.00550708718530817
"0610012G03Rik",1838.94726496655,-0.617969116787704,0.25331211572479,-2.43955609868695,0.0147053192550756,0.0397769783795297
"0610030E20Rik",1791.96097493262,0.501884578331129,0.108860191997827,4.61035911401982,4.01973981703936e-06,2.636164463127e-05
"0610038B21Rik",76.8450221074994,-0.200151763597922,0.38985248390634,-0.513403843403516,0.60766885764867,0.745351154493008
"0610039K10Rik",16.9938250050351,-1.0469301340459,0.653349318576362,-1.60240487634875,0.109066107217525,0.208322817114064
"0610040B10Rik",15.0206927840909,-2.56050158027594,0.82531037938559,-3.10247107540575,0.00191912301119964,0.0067396400485153
"0610040F04Rik",0.495798812545966,0.297481936611009,6.58464065167837,0.0451781581330764,0.963965303755603,NA
"0610040J01Rik",34.807290531489,-3.52265296006279,1.75315192865258,-2.00932554816866,0.0445026202004904,0.10055898093549
"0610043K17Rik",4.14088992894064,4.09838871829267,3.64211994776106,1.12527560241724,0.26047226494689,0.408521100820632
"1010001B22Rik",2.1801353038965,-1.80117283446983,3.50463086600458,-0.513940812409506,0.607293372325568,0.745212380604887
"1110002E22Rik",0.264496912525297,3.36255263270093,6.47707773018466,0.519146561578328,0.603658540831379,NA
"1110002J07Rik",414.538451683879,1.54584430100946,0.511573027331344,3.02174707895266,0.00251320440892485,0.00853065149659641
"1110002L01Rik",88.2616860582189,0.580983312511849,0.362504376136325,1.60269323836621,0.109002397085526,0.2082312977393
"1110003F10Rik",3.75368308367839,-1.06964536466271,1.1196433747204,-0.955344700655086,0.339403409168359,0.497178236916432
"1110004F10Rik",4842.55650742442,0.378390298194624,0.107616563641042,3.51609720095464,0.000437940620314329,0.00182749450038407
"1110006O24Rik",45.0019689836654,-1.13453462700922,0.465068500902536,-2.43950004097781,0.014707601002872,0.0397777391650038
"1110008P14Rik",1725.834817139,0.205807666672456,0.204054725787081,1.00859054294682,0.313171044659103,0.468731129243628
"1110012L19Rik",559.644530302202,0.512217710475531,0.170202746725874,3.00945619462007,0.0026171581634265,0.00883824268369099
"1110013H19Rik",11.237180843803,-1.5391001055469,0.955446355743582,-1.61087024540387,0.107208006483425,0.205487179575518
"1110017D15Rik",8.22061220516543,-1.81363902018014,1.85572816686273,-0.977319336186103,0.32841108322258,0.485042410963216
"1110019D14Rik",74.6330900624311,0.168643842290019,0.325166224787034,0.518638866630357,0.604012600192628,0.742699062657239
"1110020A21Rik",6.88943897410264,-1.67834896694024,1.55412363962982,-1.07993271844189,0.280172142214713,0.431456214345947
"1110025M09Rik",112.673730075778,-0.171357484422512,0.378715496626934,-0.452470220914444,0.650930269502852,0.780127628159527
"1110028F18Rik",10.2455158487976,0.29768264502796,1.99963995868635,0.148868121851056,0.881657695950801,0.940963498089697
"1110032A03Rik",445.371219818823,-0.0408909684293032,0.262037539555882,-0.156050039618781,0.87599357840985,0.937473429122791
"1110032F04Rik",78.8047595040395,1.12960934884702,0.852430861397503,1.32516242665722,0.185117284472422,0.314873574375504
"1110035H17Rik",9.37948519335832,-1.34269076649793,1.00367412180138,-1.33777561594204,0.180969592916464,0.309513107306982
"1110038B12Rik",1087.15863696847,-0.428819017554813,0.134859304710006,-3.17975106335392,0.00147401619472393,0.00533673306917164
"1110038F14Rik",1839.0555075555,0.153852331259248,0.125216202122934,1.22869348096183,0.219186751319126,0.35900406616388
"1110046J04Rik",57.0296615616058,0.40972245078303,0.373132698133688,1.09806096552876,0.272177868767018,0.421921317733171
"1110051M20Rik",423.583567933075,-0.59126422272586,0.284526093206307,-2.07806678137299,0.0377032087194248,0.0876113827482813
"1110059E24Rik",1212.2391427538,0.289224566679205,0.161004730418633,1.79637309989081,0.0724351990904818,0.149538494761332
"1110059G10Rik",960.675378027543,0.324337416821589,0.149515210256315,2.16926034659333,0.0300629239090951,0.0724922603696879
"1110065P20Rik",313.766106465152,-0.349744840285976,0.283712375934618,-1.23274439168834,0.217671144081264,0.357434390033186
"1190001M18Rik",49.3820608032757,-0.901537568826866,0.559828000646635,-1.61038313157887,0.107314240814102,0.20565115307899
"1190005I06Rik",12.5654419410687,-1.8870343731169,1.01353344089416,-1.86183730795515,0.0626260259915438,0.133125497200754
"1190007I07Rik",138.287984577604,-0.387424487758524,0.233778953126249,-1.65722569366328,0.0974738537453737,0.190502271267251
"1200007C13Rik",14.9096474706664,0.297681829531889,2.06475082168557,0.144173246672388,0.885363666271916,0.943034665746238
"1300002E11Rik",153.575317795486,1.54827706452838,0.234282407580388,6.60859293925909,3.87989930329746e-11,5.72313929872156e-10
"1300014J16Rik",5.06894125995829,-0.270280355044158,0.941921787754696,-0.286945645124568,0.774153939627973,0.870561980294232
"1500002C15Rik",44.796862921647,-0.915372820545453,0.417072606593235,-2.19475651499261,0.0281810683288153,0.0687127360699158
"1500002F19Rik",3.35632469899245,-3.28509194988788,1.83156362280109,-1.79359969208377,0.0728770857297211,0.150304737335315
"1500004A13Rik",391.868022579553,-0.069663647057765,0.465855011392004,-0.149539331668035,0.88112807607486,0.940689968573021
"1500005C15Rik",11.2393352001318,0.492653128743602,0.986099672498473,0.499597700398146,0.617358377417811,0.753471272807252
"1500009L16Rik",0.722615595087681,0.297618236536817,6.58464065167711,0.0451988578087421,0.963948804658167,NA
"1500011B03Rik",1269.4716363097,0.568346062716112,0.12361131759507,4.59784810787244,4.26877013473952e-06,2.78295820849707e-05
"1500015A07Rik",79.3765625870305,-0.602029301066483,0.324652701193257,-1.85437946104786,0.0636848911200007,0.134957942558893
"1500026H17Rik",1.27641448076403,-3.70542865289657,5.51668265975761,-0.671676962665708,0.501789370460631,NA
"1500032F14Rik",0.280456052867851,0.2974232891054,6.58464065140052,0.0451692514218129,0.963972403035689,NA
"1500035N22Rik",0.21757962408591,-2.14267781728161,6.53185888871042,-0.328034921419534,0.742885258734703,NA
"1600002D24Rik",1.14941727263008,3.36238395262559,6.47707615068917,0.519120645550513,0.603676612047629,NA
"1600010M07Rik",94.4085627584,0.43007707772489,0.400770154557375,1.07312651112926,0.283214357566693,0.434759074025795
"1600012H06Rik",3012.46505599317,0.631308962525038,0.152347447525519,4.14387620389433,3.41484136056271e-05,0.00018416247793173
"1600014C10Rik",14050.8632061549,2.24793024128096,0.285521481637611,7.8730687035803,3.46046493357569e-15,8.69884762821986e-14
"1600014C23Rik",0.946536633430653,0.297583954186345,6.58464065193474,0.0451936513952219,0.963952954534488,NA
"1600017P15Rik",0.341073061165083,-1.58543879454841,6.55688309666326,-0.241797630242214,0.808936975229594,NA
"1600020E01Rik",214.485012628142,-0.88010913161412,0.309964134247204,-2.83939022090927,0.00451998447775534,0.014373160299966
"1600022D10Rik",19.5468425956104,2.15238703295527,0.799172934857292,2.69326817648,0.0070755331559204,0.0211595580196001
"1600023N17Rik",0.872958612900631,-3.17132412559965,5.99450458879415,-0.529038568346078,0.596778695191815,NA
"1600029O15Rik",0.343834747854855,-1.58567147044133,6.55686789001634,-0.241833676846794,0.808909042924295,NA
"1700001C19Rik",11.9245332985455,-4.03148554469714,1.50164242872944,-2.68471739181492,0.00725911578553621,0.0216337317565351
"1700001G11Rik",5.71886080939353,0.583257766461479,1.98475228032721,0.293869301596329,0.76885777665982,0.866543013086314
"1700001G17Rik",1.93387504202301,-2.31186400891025,1.94877107698488,-1.18631892489247,0.235496375701298,0.379338026088227
"1700001J03Rik",1.30654894518138,-3.12071157919324,5.46475413237047,-0.571061662355073,0.567957845024484,NA
"1700001K19Rik",2.41181913029717,1.09267980929008,2.80232438455224,0.389919102625469,0.696596367869512,0.816019923336713
"1700001K23Rik",0.554105716688906,-2.89092637058526,6.5103067691076,-0.444053786267514,0.657003697421754,NA
"1700001L05Rik",67.9472195549934,-0.168888243019968,0.491062588206303,-0.343924068084404,0.73090339104147,0.840223489803134
"1700003D09Rik",4.66718865300488,4.89912632337555,2.28679314416793,2.14235657294579,0.0321647996345791,0.0766964904964077
"1700003E16Rik",7.13971657163224,2.22219400986161,0.912710458604251,2.43471956403334,0.0149033350539789,0.040235969343288
"1700003F12Rik",14.3593831129892,-2.32781047915634,1.31898476934366,-1.76485015844018,0.0775889521806987,0.158282417683494
"1700003I16Rik",0.350999258050558,0.297564924355099,6.58464065193802,0.0451907613618244,0.963955258093994,NA
"1700003M07Rik",1.33351853928138,0.297518249931115,6.56254610141236,0.0453357957922893,0.963839655842805,NA
"1700003N22Rik",26.4692210505609,0.327238811559109,0.426629861766549,0.767032129921964,0.443062412637709,0.602754037553928
"1700006J14Rik",9.3684265527805,-3.9107453561542,1.42211435118034,-2.74995140363244,0.0059604103573804,0.0182530108649549
"1700007J10Rik",3.57621423945947,-0.833449395017464,1.23568145951655,-0.674485635920723,0.500002614844274,0.653008341120758
"1700007K13Rik",0.193021894166771,-3.17137382465606,6.50469297567392,-0.487551654861541,0.625867446348969,NA
"1700007L15Rik",35.339975694827,-0.524834283581967,0.419393967717617,-1.25141114079005,0.210784514728643,0.34860178747936
"1700008B11Rik",6.0859579684329,-0.874527064560823,1.23875152618664,-0.705974560736129,0.480203957743719,0.636049526763663
"1700008J07Rik",77.7324190613873,-1.11371905839499,0.314655238047507,-3.53948996783216,0.000400901007788874,0.0016885226941059
"1700008O03Rik",6.81835462723717,0.211027857839325,0.94398633628077,0.223549695296181,0.823107710298856,0.903337769708713
