"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","0610005C13Rik",1.59529203836994,-0.771298134309474,5.15590342159665,-0.149595147783164,0.881084036612802,0.913956035008936
"2","0610009B22Rik",492.096663350625,-0.820384177507857,0.259685971484044,-3.15913937445121,0.00158235797648909,0.00347807573317966
"3","0610009E02Rik",18.4792197947492,1.08521276739628,0.796819260862926,1.36193089286149,0.173219695621892,0.254345315024421
"4","0610009L18Rik",58.6211666862553,-1.56272630500252,0.668915886664577,-2.33620749059311,0.0194804301009222,0.0362163618160359
"5","0610010F05Rik",1737.22103066611,-0.730215236750993,0.264942513495323,-2.75612708250344,0.0058490266949781,0.011875489803773
"6","0610010K14Rik",137.693621251761,-1.56055398007379,0.519500819657018,-3.00394902380344,0.00266499972853525,0.00567960758238889
"7","0610012G03Rik",1838.94726496655,-4.07957184211625,0.399291009194835,-10.2170390721861,1.66344368778174e-24,1.51650163934229e-23
"8","0610030E20Rik",1791.96097493262,1.40445275716699,0.212786412761585,6.60029340661237,4.10344847103989e-11,1.79578087552126e-10
"9","0610038B21Rik",76.8450221074994,-0.945559032855316,0.692423872083196,-1.36557832705933,0.172071352928465,0.252908345279959
"10","0610039K10Rik",16.9938250050351,-2.21689321587725,0.939059825104527,-2.36075823564327,0.0182376158521969,0.0340587856942365
"11","0610040B10Rik",15.0206927840909,-0.73272915959345,1.24427322372108,-0.588881240570438,0.555940942801201,0.650425091029216
"12","0610040F04Rik",0.495798812545966,7.35351883823347,8.74319168398404,0.841056573391134,0.400316241818783,NA
"13","0610040J01Rik",34.807290531489,-11.4340572148297,2.52876476469659,-4.52159780714185,6.13745896435081e-06,1.78409307788164e-05
"14","0610043K17Rik",4.14088992894064,15.496672504333,5.17289846751214,2.99574263861127,0.00273777392145788,0.00582304455188101
"15","1010001B22Rik",2.1801353038965,-11.2841932384268,4.61707731722248,-2.44401218847577,0.0145249358195573,0.0276073816265949
"16","1110002E22Rik",0.264496912525297,3.04840171947457,10.6356796128623,0.2866203035853,0.774403066408768,NA
"17","1110002J07Rik",414.538451683879,4.16873248905277,0.784474868437493,5.31404211502148,1.07219821150258e-07,3.63205316258959e-07
"18","1110002L01Rik",88.2616860582189,-0.0353196017681134,0.566131389308817,-0.0623876408111457,0.950254136991421,0.964667619359956
"19","1110003F10Rik",3.75368308367839,-4.68646889757133,1.86006395850448,-2.51952029721565,0.0117514864883333,0.0226732892249442
"20","1110004F10Rik",4842.55650742442,1.09286698705131,0.165365020586528,6.6088159586293,3.87405971169896e-11,1.69905298794033e-10
"21","1110006O24Rik",45.0019689836654,-1.63396024737156,0.751207261574123,-2.17511242363081,0.0296216926946604,0.0532499652992713
"22","1110008P14Rik",1725.834817139,0.724502470888915,0.383733825828534,1.88803389777957,0.059021399870024,0.0990067816820138
"23","1110012L19Rik",559.644530302202,0.424970643024695,0.277261583597662,1.53274260902071,0.125339286225975,0.192791192754108
"24","1110013H19Rik",11.2371808438031,-5.52751401591697,1.45550403700676,-3.79766312931998,0.000146066647379883,0.000367162243959284
"25","1110017D15Rik",8.22061220516543,-4.03078611735239,2.8307985573892,-1.42390425727428,0.154474189277796,0.230838694238642
"26","1110019D14Rik",74.6330900624311,-0.708313107813899,0.499063919003,-1.41928334396308,0.155816426057154,0.232595685347688
"27","1110020A21Rik",6.88943897410264,-3.13803319131512,2.50142533164525,-1.25449804622037,0.209661035440707,0.298900687898058
"28","1110025M09Rik",112.673730075778,-0.823827782307706,0.564981061380255,-1.45815114633238,0.144798886203632,0.21840987194305
"29","1110028F18Rik",10.2455158487976,14.9039048801756,2.88608105554689,5.16406316847239,2.41646088375635e-07,7.96601778432229e-07
"30","1110032A03Rik",445.371219818823,-1.96987862427589,0.441089822216919,-4.46593533801181,7.97196872191016e-06,2.28996901580031e-05
"31","1110032F04Rik",78.8047595040395,16.3973532525262,1.76084378602594,9.31221348688377,1.25195572364135e-20,9.50296035527294e-20
"32","1110035H17Rik",9.37948519335832,-4.67201218364331,1.54250969844969,-3.02883812551646,0.00245496185335869,0.00526409757985421
"33","1110038B12Rik",1087.15863696847,-1.30306302222118,0.207588646876485,-6.27714011256361,3.44857294145057e-10,1.4142249042962e-09
"34","1110038F14Rik",1839.0555075555,2.55180233134636,0.199809210835644,12.7711946845403,2.37481182961129e-37,3.70716086865438e-36
"35","1110046J04Rik",57.0296615616058,-0.0652478474667854,0.67656333341878,-0.0964401176414303,0.923171031325183,0.945488150817387
"36","1110051M20Rik",423.583567933075,-1.00685487649861,0.445404846474221,-2.2605386637994,0.0237878396228925,0.0435827691935202
"37","1110059E24Rik",1212.2391427538,1.83785108371412,0.324860839761947,5.65734880529419,1.53729137560221e-08,5.55253052354368e-08
"38","1110059G10Rik",960.675378027543,0.573259796204717,0.248932541399227,2.30287206719731,0.0212860421981437,0.0393246435782896
"39","1110065P20Rik",313.766106465152,-0.388914254329837,0.442384811159983,-0.879131119601642,0.379330186282326,0.485099941885305
"40","1190001M18Rik",49.3820608032757,2.63427755102482,0.81541816666719,3.2305848198008,0.00123537243700089,0.00276017145994182
"41","1190005I06Rik",12.5654419410687,-7.76869463771067,1.65127166113587,-4.70467387078318,2.54272088035655e-06,7.66037500801757e-06
"42","1190007I07Rik",138.287984577604,-2.41056110902119,0.467397476033608,-5.15741148086102,2.5038715474208e-07,8.24201804904204e-07
"43","1200007C13Rik",14.9096474706664,18.9989908628915,3.04923290069303,6.2307444139716,4.64223945809551e-10,1.88611814074189e-09
