"","x"
"1348","Lpar1"
"1349","Lpcat2"
"1350","Lpp"
"1351","Lrch1"
"1352","Lrch3"
"1353","Lrmda"
"1354","Lrp10"
"1355","Lrp11"
"1356","Lrp4"
"1357","Lrpap1"
"1358","Lrrc25"
"1359","Lrrc4"
"1360","Lrrc41"
"1361","Lrrc59"
"1362","Lrrc63"
"1363","Lrrc8c"
"1364","Lrrc8d"
"1365","Lrrfip1"
"1366","Lrrfip2"
"1367","Lrrk2"
"1368","Lsm12"
"1369","Lsm14a"
"1370","Lta"
"1371","Ltbp1"
"1372","Ltbp2"
"1373","Luc7l3"
"1374","Lum"
"1375","Luzp1"
"1376","Ly6a"
"1377","Ly6c1"
"1378","Ly6c2"
"1379","Ly6e"
"1380","Ly6i"
"1381","Ly6m"
"1382","Ly75"
"1383","Ly86"
"1384","Ly9"
"1385","Ly96"
"1386","Lyn"
"1387","Lyrm1"
"1388","Lysmd2"
"1389","Lysmd3"
"1390","Lztfl1"
"1391","M6pr"
"1392","M6pr-ps"
"1393","Mab21l3"
"1394","Macc1"
"1395","Macf1"
"1396","Maff"
"1397","Mafk"
"1398","Magohb"
"1399","Majin"
"1400","Malat1"
"1401","Malt1"
"1402","Manf"
"1403","Map10"
"1404","Map1b"
"1405","Map2k1"
"1406","Map2k3"
"1407","Map2k4"
"1408","Map3k8"
"1409","Map4"
"1410","Map4k3"
"1411","Map4k4"
"1412","Map6"
"1413","Mapk11"
"1414","Mapk1ip1l"
"1415","Mapk6"
"1416","Mapk9"
"1417","Mapkapk2"
"1418","Mapkbp1"
"1419","Marchf1"
"1420","Marchf5"
"1421","Marcks"
"1422","Marcksl1"
"1423","Marco"
"1424","Marf1"
"1425","Mark1"
"1426","Mast4"
"1427","Max"
"1428","Mb21d2"
"1429","Mbd2"
"1430","Mbnl2"
"1431","Mcc"
"1432","Mcemp1"
"1433","Mcfd2"
"1434","Mcl1"
"1435","Mcmbp"
"1436","Mcoln2"
"1437","Mcub"
"1438","Mcur1"
"1439","Mdfic"
"1440","Mdm2"
"1441","Me1"
"1442","Meak7"
"1443","Mecp2"
"1444","Med1"
"1445","Med10"
"1446","Med13"
"1447","Med19"
"1448","Med21"
"1449","Med31"
"1450","Med6"
"1451","Med7"
"1452","Mefv"
"1453","Megf10"
"1454","Meig1"
"1455","Meikin"
"1456","Meis3"
"1457","Met"
"1458","Metap1"
"1459","Mettl6"
"1460","Mex3c"
"1461","Mfap1a"
"1462","Mfap1b"
"1463","Mfap3l"
"1464","Mfsd14b"
"1465","Mfsd4b3-ps"
"1466","Mfsd7a"
"1467","Mfsd9"
"1468","Mgarp"
"1469","Mgat4a"
"1470","Mgst2"
"1471","Micall1"
"1472","Micall2"
"1473","Micu3"
"1474","Mid1"
"1475","Mid1-ps1"
"1476","Mier1"
"1477","Mier3"
"1478","Mif4gd"
"1479","Mill2"
"1480","Milr1"
"1481","Minpp1"
"1482","Mip"
"1483","Mir142"
"1484","Mir155"
"1485","Mir155hg"
"1486","Mir1907"
"1487","Mir1956"
"1488","Mir22"
"1489","Mir221"
"1490","Mir24-1"
"1491","Mir5046"
"1492","Mir6236"
"1493","Mir6953"
"1494","Mir6972"
"1495","Mir6990"
"1496","Mir7658"
"1497","Mir7670"
"1498","Mir7676-1"
"1499","Mir7678"
"1500","Mir8099-2"
"1501","Mirt2"
"1502","Misp"
"1503","Mitd1"
"1504","Mitf"
"1505","Mkks"
"1506","Mlkl"
"1507","Mllt11"
"1508","Mllt6"
"1509","Mlx"
"1510","Mmaa"
"1511","Mmadhc"
"1512","Mmp10"
"1513","Mmp12"
"1514","Mmp13"
"1515","Mmp14"
"1516","Mmp2"
"1517","Mmp25"
"1518","Mmp8"
"1519","Mndal"
"1520","Mob1a"
"1521","Mob1b"
"1522","Mob3b"
"1523","Mob3c"
"1524","Mob4"
"1525","Mocs1"
"1526","Mocs2"
"1527","Morc3"
"1528","Morf4l2"
"1529","Morrbid"
"1530","Mosmo"
"1531","Mov10"
"1532","Mpc1"
"1533","Mpp1"
"1534","Mpp5"
"1535","Mrc2"
"1536","Mreg"
"1537","Mrpl1"
"1538","Mrpl13"
"1539","Mrpl27"
"1540","Mrpl27-ps"
"1541","Mrpl30"
"1542","Mrpl32"
"1543","Mrpl39"
"1544","Mrpl52"
"1545","Mrpl53"
"1546","Mrps18c"
"1547","Mrps22"
"1548","Ms4a1"
"1549","Ms4a14"
"1550","Ms4a4a"
"1551","Ms4a4b"
"1552","Ms4a4c"
"1553","Ms4a4d"
"1554","Ms4a6b"
"1555","Ms4a6c"
"1556","Ms4a6d"
"1557","Ms4a7"
"1558","Ms4a8a"
"1559","Msantd3"
"1560","Msantd4"
"1561","Msn"
"1562","Msr1"
"1563","mt-Nd4"
"1564","mt-Nd6"
"1565","mt-Rnr1"
"1566","mt-Rnr2"
"1567","mt-Tf"
"1568","mt-Tp"
"1569","Mt2"
"1570","Mtdh"
"1571","Mtf1"
"1572","Mtf2"
"1573","Mthfd2"
"1574","Mthfr"
"1575","Mthfr-ps1"
"1576","Mtm1"
"1577","Mtmr14"
"1578","Mtmr6"
"1579","Mtmr7"
"1580","Mtpn"
"1581","Mtrex"
"1582","Muc1"
"1583","Mug-ps1"
"1584","Mul1"
"1585","Mvp"
"1586","Mx1"
"1587","Mx2"
"1588","Mxd1"
"1589","Myadm"
"1590","Myd88"
"1591","Myh9"
"1592","Myl12a"
"1593","Mylip"
"1594","Mylk2"
"1595","Mylpf"
"1596","Myo10"
"1597","Myo1e"
"1598","Myo3b"
"1599","N4bp1"
"1600","N4bp2l2"
"1601","Naa16"
"1602","Naa25"
"1603","Naaa"
"1604","Nab1"
"1605","Nabp1"
"1606","Nadk"
"1607","Nae1"
"1608","Naip1"
"1609","Naip2"
"1610","Naip3"
"1611","Naip5"
"1612","Naip6"
"1613","Nampt"
"1614","Nap1l2"
"1615","Nap1l5"
"1616","Nat2"
"1617","Nav3"
"1618","Nbas"
"1619","Ncf1"
"1620","Ncf2"
"1621","Ncf4"
"1622","Nck1"
"1623","Nckap1"
"1624","Nckap1l"
"1625","Ncoa5"
"1626","Ncoa7"
"1627","Ndel1"
"1628","Ndufb1-ps"
"1629","Ndufs4"
"1630","Ndufs5"
"1631","Necap1"
"1632","Nectin2"
"1633","Nectin4"
"1634","Nek4"
"1635","Nek6"
"1636","Nemf"
"1637","Neu3"
"1638","Neurl3"
"1639","Nfat5"
"1640","Nfe2l1"
"1641","Nfil3"
"1642","Nfkb1"
"1643","Nfkb2"
"1644","Nfkbia"
"1645","Nfkbib"
"1646","Nfkbid"
"1647","Nfkbie"
"1648","Nfkbiz"
"1649","Nfxl1"
"1650","Nfya"
"1651","Ngdn"
"1652","Nhs"
"1653","Nipa2"
"1654","Nipal1"
"1655","Nkiras1"
"1656","Nlrc4"
"1657","Nlrc5"
"1658","Nlrp3"
"1659","Nmi"
"1660","Nmnat1"
"1661","Nmt1"
"1662","Nnat"
"1663","Noc4l"
"1664","Noct"
"1665","Nod1"
"1666","Nod2"
"1667","Nol10"
"1668","Nono"
"1669","Nos2"
"1670","Notch1"
"1671","Notch2"
"1672","Nox1"
"1673","Npc2"
"1674","Npepps"
"1675","Nploc4"
"1676","Npy"
"1677","Nr1h3"
"1678","Nr3c1"
"1679","Nr4a2"
"1680","Nr4a3"
"1681","Nrap"
"1682","Nrg4"
"1683","Nrp2"
"1684","Nsd3"
"1685","Nsrp1"
"1686","Nt5c1a"
"1687","Nt5c3"
"1688","Nt5e"
"1689","Ntn1"
"1690","Ntng2"
"1691","Nts"
"1692","Nuak2"
"1693","Nub1"
"1694","Nucb2"
"1695","Nudt13"
"1696","Nudt17"
"1697","Nudt9"
"1698","Nufip2"
"1699","Nup98"
"1700","Nupr1"
"1701","Nus1"
"1702","Nyap2"
"1703","Oaf"
"1704","Oas1a"
"1705","Oas1b"
"1706","Oas1c"
"1707","Oas1d"
"1708","Oas1g"
"1709","Oas1h"
"1710","Oas2"
"1711","Oas3"
"1712","Oasl1"
"1713","Oasl2"
"1714","Obsl1"
"1715","Ociad1"
"1716","Odc1"
"1717","Odr4"
"1718","Ogfr"
"1719","Ogfrl1"
"1720","Ogt"
"1721","Olfr1033"
"1722","Olfr1396"
"1723","Olfr1444"
"1724","Olfr432"
"1725","Olfr433"
"1726","Olfr461"
"1727","Olfr56"
"1728","Olr1"
"1729","Oprd1"
"1730","Optn"
"1731","Orai2"
"1732","Orc4"
"1733","Orm1"
"1734","Osbp2"
"1735","Osgin2"
"1736","Osm"
"1737","Osmr"
"1738","Otud1"
"1739","Otud5"
"1740","Otud7a"
"1741","P2rx4"
"1742","P2ry10b"
"1743","P2ry14"
"1744","P2ry2"
"1745","P3h2"
"1746","P4ha1"
"1747","Paf1"
"1748","Pafah1b1"
"1749","Pafah1b2"
"1750","Pakap"
"1751","Palld"
"1752","Pamr1"
"1753","Papolg"
"1754","Pappa2"
"1755","Parp10"
"1756","Parp11"
"1757","Parp12"
"1758","Parp14"
"1759","Parp3"
"1760","Parp4"
"1761","Parp8"
"1762","Parp9"
"1763","Pax5"
"1764","Pcdh7"
"1765","Pcdhb22"
"1766","Pcdhgb2"
"1767","Pcdhgb5"
"1768","Pcgf3"
"1769","Pcgf5"
"1770","Pcid2"
"1771","Pcp4"
"1772","Pcsk7"
"1773","Pdcd1"
"1774","Pdcd10"
"1775","Pdcd1lg2"
"1776","Pdcd5"
"1777","Pdcd5-ps"
"1778","Pde10a"
"1779","Pde1b"
"1780","Pde4b"
"1781","Pde5a"
"1782","Pde7b"
"1783","Pdgfa"
"1784","Pdgfb"
"1785","Pdgfrb"
"1786","Pdgfrl"
"1787","Pdk3"
"1788","Pdlim7"
"1789","Pdpn"
"1790","Pdzd11"
"1791","Pdzd2"
"1792","Peak1os"
"1793","Pecam1"
"1794","Peli1"
"1795","Penk"
"1796","Per2"
"1797","Perm1"
"1798","Pex11a"
"1799","Pf4"
"1800","Pfkfb3"
"1801","Pfkl"
"1802","Pfkp"
"1803","Pgam1"
"1804","Pgam1-ps2"
"1805","Pgap2"
"1806","Pgf"
"1807","Pggt1b"
"1808","Pgk1"
"1809","Pgm1"
"1810","Pgs1"
"1811","Phc2"
"1812","Phf11"
"1813","Phf11a"
"1814","Phf11b"
"1815","Phf11c"
"1816","Phf11d"
"1817","Phf20l1"
"1818","Phf21a"
"1819","Phf6"
"1820","Phip"
"1821","Phlda1"
"1822","Phldb1"
"1823","Phldb2"
"1824","Phospho2"
"1825","Phyh"
"1826","Phyhd1"
"1827","Pi4k2a"
"1828","Pi4k2b"
"1829","Pibf1"
"1830","Picalm"
"1831","Pid1"
"1832","Piezo1"
"1833","Pigg"
"1834","Pigl"
"1835","Pign"
"1836","Pigv"
"1837","Pik3ap1"
"1838","Pik3r5"
"1839","Pik3r6"
"1840","Pikfyve"
"1841","Pilra"
"1842","Pilrb1"
"1843","Pilrb2"
"1844","Pim1"
"1845","Pin4"
"1846","Pinx1"
"1847","Pip5k1a"
"1848","Pira2"
"1849","Pirb"
"1850","Pitpnm1"
"1851","Piwil4"
"1852","Pkm"
"1853","Pkn2"
"1854","Pkp1"
"1855","Pla1a"
"1856","Pla2g12a"
"1857","Pla2g4a"
"1858","Pla2g4c"
"1859","Pla2g5"
"1860","Pla2g7"
"1861","Pla2r1"
"1862","Plaat3"
"1863","Plac8"
"1864","Plagl1"
"1865","Plagl2"
"1866","Plat"
"1867","Plaur"
"1868","Plbd1"
"1869","Plcb3"
"1870","Plcl2"
"1871","Plec"
"1872","Plek"
"1873","Plekha2"
"1874","Plekha3"
"1875","Plekha4"
"1876","Plekha5"
"1877","Plekha6"
"1878","Plekhf2"
"1879","Plekhg1"
"1880","Plekhg4"
"1881","Plekhn1"
"1882","Plet1"
"1883","Plin2"
"1884","Plk3"
"1885","Plod2"
"1886","Plod3"
"1887","Plpp1"
"1888","Plpp3"
"1889","Pls3"
"1890","Plscr1"
"1891","Pmepa1"
"1892","Pml"
"1893","Pmpcb"
"1894","Pno1"
"1895","Pnp"
"1896","Pnp2"
"1897","Pnpt1"
"1898","Pnrc1"
"1899","Podxl"
"1900","Pofut1"
"1901","Pofut2"
"1902","Polb"
"1903","Poldip3"
"1904","Polr2c"
"1905","Polr2g"
"1906","Polr2k"
"1907","Polr3c"
"1908","Polr3d"
"1909","Pomp"
"1910","Pon2"
"1911","Pop4"
"1912","Popdc2"
"1913","Postn"
"1914","Pou2f2"
"1915","Pou3f1"
"1916","Ppa1"
"1917","Ppbp"
"1918","Ppef2"
"1919","Ppfia3"
"1920","Ppfibp1"
"1921","Ppfibp2"
"1922","Pphln1"
"1923","Ppig"
"1924","Ppip5k2"
"1925","Ppm1k"
"1926","Ppm1n"
"1927","Ppme1"
"1928","Ppp1cb"
"1929","Ppp1r11"
"1930","Ppp1r12a"
"1931","Ppp1r12b"
"1932","Ppp1r15a"
"1933","Ppp1r15b"
"1934","Ppp1r2-ps1"
"1935","Ppp1r2-ps3"
"1936","Ppp2ca"
"1937","Ppp2r2a"
"1938","Ppp2r3c"
"1939","Ppp2r5a"
"1940","Ppp2r5b"
"1941","Ppp3cc"
"1942","Ppp4r2"
"1943","Ppp4r3a"
"1944","Ppp6r1"
"1945","Prdm1"
"1946","Prdm2"
"1947","Prdm9"
"1948","Prdx1"
"1949","Prdx2-ps1"
"1950","Prdx5"
"1951","Prdx6"
"1952","Prelid2"
"1953","Prelid3b"
"1954","Prex1"
"1955","Prg4"
"1956","Prkaa1"
"1957","Prkar1a"
"1958","Prkar1b"
"1959","Prkce"
"1960","Prkcsh"
"1961","Prkrip1"
"1962","Prkx"
"1963","Prm1"
"1964","Prmt2"
"1965","Prmt9"
"1966","Prn"
"1967","Prnp"
"1968","Procr"
"1969","Prpf3"
"1970","Prpf38a"
"1971","Prpf38b"
"1972","Prpf39"
"1973","Prpf4"
"1974","Prpf40a"
"1975","Prpf6"
"1976","Prr5l"
"1977","Prrc2c"
"1978","Prrg4"
"1979","Prss46"
"1980","Prss50"
"1981","Psd"
"1982","Psd4"
"1983","Psen1"
"1984","Psma2"
"1985","Psma3"
"1986","Psma4"
"1987","Psma5"
"1988","Psma5-ps"
"1989","Psma6"
"1990","Psma7"
"1991","Psmb10"
"1992","Psmb4"
"1993","Psmb5"
"1994","Psmb6"
"1995","Psmb7"
"1996","Psmb8"
"1997","Psmb9"
"1998","Psmc1"
"1999","Psmc2"
"2000","Psmc4"
"2001","Psmc5"
"2002","Psmc6"
"2003","Psmd1"
"2004","Psmd10"
"2005","Psmd11"
"2006","Psmd12"
"2007","Psmd14"
"2008","Psmd2"
"2009","Psmd4"
"2010","Psmd6"
"2011","Psmd7"
"2012","Psme1"
"2013","Psme2"
"2014","Psme2b"
"2015","Psme4"
"2016","Pstpip1"
"2017","Pstpip2"
"2018","Ptafr"
"2019","Ptcd1"
"2020","Ptch1"
"2021","Ptger2"
"2022","Ptger4"
"2023","Ptges"
"2024","Ptges3"
"2025","Ptges3-ps"
"2026","Ptgir"
"2027","Ptgs2"
"2028","Ptgs2os"
"2029","Ptgs2os2"
"2030","Ptk2"
"2031","Ptk2b"
"2032","Ptp4a1"
"2033","Ptpn1"
"2034","Ptpn12"
"2035","Ptpn13"
"2036","Ptpn14"
"2037","Ptpn2"
"2038","Ptpn5"
"2039","Ptprc"
"2040","Ptpre"
"2041","Ptprj"
"2042","Ptprn"
"2043","Pttg1"
"2044","Ptx3"
"2045","Pura"
"2046","Purg"
"2047","Pvr"
"2048","Pwp1"
"2049","Pxdc1"
"2050","Pxdn"
"2051","Pxk"
"2052","Qpct"
"2053","R3hcc1l"
"2054","Rab10"
"2055","Rab11a"
"2056","Rab11fip1"
"2057","Rab11fip4"
"2058","Rab12"
"2059","Rab15"
"2060","Rab18"
"2061","Rab20"
"2062","Rab21"
"2063","Rab29"
"2064","Rab2a"
"2065","Rab2b"
"2066","Rab30"
"2067","Rab32"
"2068","Rab3ip"
"2069","Rab5a"
"2070","Rab5a-ps"
"2071","Rab5c"
"2072","Rab5if"
"2073","Rab6a"
"2074","Rab8b"
"2075","Rab9"
"2076","Rab9b-ps1"
"2077","Rabepk"
"2078","Rabgef1"
"2079","Rabl3"
"2080","Rad17"
"2081","Rai14"
"2082","Rala"
"2083","Ralgapa2"
"2084","Ralgds"
"2085","Ramp3"
"2086","Ranbp2"
"2087","Rap1a"
"2088","Rap1b"
"2089","Rap1gap2"
"2090","Rap2b"
"2091","Rap2c"
"2092","Rapgef2"
"2093","Rars"
"2094","Rasa4"
"2095","Rasgef1b"
"2096","Rasgrp1"
"2097","Rasip1"
"2098","Rassf1"
"2099","Rassf4"
"2100","Rbbp6"
"2101","Rbbp8"
"2102","Rbis"
"2103","Rbks"
"2104","Rbm12b1"
"2105","Rbm12b2"
"2106","Rbm25"
"2107","Rbm26"
"2108","Rbm27"
"2109","Rbm39"
"2110","Rbm4"
"2111","Rbm41"
"2112","Rbm42"
"2113","Rbm43"
"2114","Rbm47"
"2115","Rbm5"
"2116","Rbm6"
"2117","Rbm7"
"2118","Rbm8a"
"2119","Rbms1"
"2120","Rbms2"
"2121","Rbpms"
"2122","Rc3h1"
"2123","Rc3h2"
"2124","Rcan1"
"2125","Rcl1"
"2126","Rcn1"
"2127","Rel"
"2128","Rela"
"2129","Relb"
"2130","Rem2"
"2131","Rep15"
"2132","Resf1"
"2133","Rest"
"2134","Rexo4"
"2135","Rffl"
"2136","Rfx5"
"2137","Rgcc"
"2138","Rgl1"
"2139","Rgs1"
"2140","Rgs14"
"2141","Rgs16"
"2142","Rgs9"
"2143","Rhbdf2"
"2144","Rheb"
"2145","Rhoc"
"2146","Rhog"
"2147","Rhoh"
"2148","Rhoq"
"2149","Rhou"
"2150","Rhov"
"2151","Rhpn2"
"2152","Ric1"
"2153","Rictor"
"2154","Rilpl1"
"2155","Rilpl2"
"2156","Rims3"
"2157","Rin2"
"2158","Riok3"
"2159","Riox2"
"2160","Ripk2"
"2161","Rlf"
"2162","Rlim"
"2163","Rmc1"
"2164","Rmdn3"
"2165","Rn7s1"
"2166","Rn7s2"
"2167","Rn7s6"
"2168","Rn7sk"
"2169","Rnase10"
"2170","Rnaset2a"
"2171","Rnaset2b"
"2172","Rnd1"
"2173","Rnd3"
"2174","Rnf11"
"2175","Rnf114"
"2176","Rnf115"
"2177","Rnf121"
"2178","Rnf135"
"2179","Rnf139"
"2180","Rnf14"
"2181","Rnf144a"
"2182","Rnf145"
"2183","Rnf149"
"2184","Rnf180"
"2185","Rnf183"
"2186","Rnf19b"
"2187","Rnf20"
"2188","Rnf213"
"2189","Rnf214"
"2190","Rnf24"
"2191","Rnf31"
"2192","Rnf34"
"2193","Rnf40"
"2194","Rnf6"
"2195","Rngtt"
"2196","Rnpep"
"2197","Robo2"
"2198","Rock1"
"2199","Rpe"
"2200","Rpf2"
"2201","Rpgrip1l"
"2202","Rpl19-ps9"
"2203","Rpl24"
"2204","Rpl36a-ps3"
"2205","Rpl7l1"
"2206","Rpl9-ps1"
"2207","Rps13-ps5"
"2208","Rps7-ps2"
"2209","Rrad"
"2210","Rrbp1"
"2211","Rrm2b"
"2212","Rrp7a"
"2213","Rsad2"
"2214","Rsbn1"
"2215","Rsl1"
"2216","Rsl24d1"
"2217","Rslcan18"
"2218","Rsph3a"
"2219","Rspry1"
"2220","Rsrc2"
"2221","Rtf2"
"2222","Rtn2"
"2223","Rtp4"
"2224","Rtraf"
"2225","Runx2os1"
"2226","Rwdd1"
"2227","Rwdd4a"
"2228","Ryr3"
"2229","S100a10"
"2230","S100a11"
"2231","Saa1"
"2232","Saa2"
"2233","Saa3"
"2234","Saa4"
"2235","Sacm1l"
"2236","Safb"
"2237","Safb2"
"2238","Sag"
"2239","Samd11"
"2240","Samd15"
"2241","Samd4b"
"2242","Samd9l"
"2243","Samhd1"
"2244","Samsn1"
"2245","Sap30"
"2246","Sar1a"
"2247","Sash1"
"2248","Sass6"
"2249","Sav1"
"2250","Sbds"
"2251","Sbno2"
"2252","Scarf1"
"2253","Scfd1"
"2254","Schip1"
"2255","Scimp"
"2256","Scml4"
"2257","Scnm1"
"2258","Sco1"
"2259","Scube3"
"2260","Scyl2"
"2261","Sdc1"
"2262","Sdc3"
"2263","Sdc4"
"2264","Sdcbp"
"2265","Sdcbp2"
"2266","Sde2"
"2267","Sec22b"
"2268","Sec23a"
"2269","Sec23b"
"2270","Sec23ip"
"2271","Sec24b"
"2272","Sec61a1"
"2273","Sec61g"
"2274","Sec62"
"2275","Sec63"
"2276","Secisbp2l"
"2277","Sectm1a"
"2278","Seh1l"
"2279","Sel1l3"
"2280","Sele"
"2281","Selenos"
"2282","Selenot"
"2283","Selenot-ps"
"2284","Sell"
"2285","Selp"
"2286","Sem1"
"2287","Sema3c"
"2288","Sema3g"
"2289","Sema4a"
"2290","Sema4c"
"2291","Sema4d"
"2292","Sema7a"
"2293","Senp2"
"2294","Senp8"
"2295","Septin10"
"2296","Septin11"
"2297","Septin7"
"2298","Serinc1"
"2299","Serp1"
"2300","Serpina3e-ps"
"2301","Serpina3f"
"2302","Serpina3g"
"2303","Serpina3h"
"2304","Serpina3i"
"2305","Serpinb1b"
"2306","Serpinb2"
"2307","Serpinb3b"
"2308","Serpinb9"
"2309","Serpinb9b"
"2310","Serpine1"
"2311","Serpine2"
"2312","Serping1"
"2313","Serpinh1"
"2314","Sertad1"
"2315","Sertad2"
"2316","Sertad3"
"2317","Setd1b"
"2318","Setdb2"
"2319","Sf3b1"
"2320","Sf3b6"
"2321","Sfmbt2"
"2322","Sfr1"
"2323","Sfxn2"
"2324","Sfxn5"
"2325","Sgcb"
"2326","Sgk1"
"2327","Sgk3"
"2328","Sgms2"
"2329","Sh2b2"
"2330","Sh2d2a"
"2331","Sh2d6"
"2332","Sh3bgrl2"
"2333","Sh3bp2"
"2334","Sh3bp4"
"2335","Sh3bp5"
"2336","Sh3d19"
"2337","Sh3d21"
"2338","Sh3glb1"
"2339","Sh3kbp1"
"2340","Shbg"
"2341","Shf"
"2342","Shisa3"
"2343","Shisa5"
"2344","Shoc2"
"2345","Shroom4"
"2346","Siglec1"
"2347","Siglece"
"2348","Siglecf"
"2349","Sik3"
"2350","Sin3b"
"2351","Sipa1l1"
"2352","Sirpb1a"
"2353","Sirpb1b"
"2354","Sirpb1c"
"2355","Sirt6"
"2356","Six1"
"2357","Six4"
"2358","Skil"
"2359","Sla"
"2360","Slamf1"
"2361","Slamf6"
"2362","Slamf7"
"2363","Slamf8"
"2364","Slamf9"
"2365","Slc11a1"
"2366","Slc11a2"
"2367","Slc12a4"
"2368","Slc12a9"
"2369","Slc13a3"
"2370","Slc15a3"
"2371","Slc15a5"
"2372","Slc16a10"
"2373","Slc16a3"
"2374","Slc16a9"
"2375","Slc1a2"
"2376","Slc22a28"
"2377","Slc22a4"
"2378","Slc23a2"
"2379","Slc25a12"
"2380","Slc25a19"
"2381","Slc25a22"
"2382","Slc25a25"
"2383","Slc25a28"
"2384","Slc25a33"
"2385","Slc25a37"
"2386","Slc25a43"
"2387","Slc26a9"
"2388","Slc28a2"
"2389","Slc28a2b"
"2390","Slc2a1"
"2391","Slc2a6"
"2392","Slc30a1"
"2393","Slc30a4"
"2394","Slc30a6"
"2395","Slc30a7"
"2396","Slc30a9"
"2397","Slc31a1"
"2398","Slc31a2"
"2399","Slc35d1"
"2400","Slc39a1"
"2401","Slc39a1-ps"
"2402","Slc39a14"
"2403","Slc39a2"
"2404","Slc39a4"
"2405","Slc3a2"
"2406","Slc41a2"
"2407","Slc44a1"
"2408","Slc45a3"
"2409","Slc4a11"
"2410","Slc4a7"
"2411","Slc6a19"
"2412","Slc6a20a"
"2413","Slc6a4"
"2414","Slc6a8"
"2415","Slc7a11"
"2416","Slc7a15"
"2417","Slc7a7"
"2418","Slc7a8"
"2419","Slc9a1"
"2420","Slc9a8"
"2421","Slco1a6"
"2422","Slco2a1"
"2423","Slco3a1"
"2424","Slfn1"
"2425","Slfn10-ps"
"2426","Slfn2"
"2427","Slfn3"
"2428","Slfn4"
"2429","Slfn5"
"2430","Slfn5os"
"2431","Slfn8"
"2432","Slfn9"
"2433","Slirp"
"2434","Slpi"
"2435","Slu7"
"2436","Slx4ip"
"2437","Smad6"
"2438","Smad7"
"2439","Smap1"
"2440","Smarce1"
"2441","Smarce1-ps1"
"2442","Smc5"
"2443","Smcr8"
"2444","Smg1"
"2445","Smg7"
"2446","Smg8"
"2447","Smim15"
"2448","Smim3"
"2449","Smim8"
"2450","Smndc1"
"2451","Smox"
"2452","Smpdl3a"
"2453","Smpdl3b"
"2454","Smurf1"
"2455","Snapc1"
"2456","Snapc3"
"2457","Snf8"
"2458","Snn"
"2459","Snord89"
"2460","Snrnp27"
"2461","Snrnp35"
"2462","Sntb1"
"2463","Sntg1"
"2464","Snw1"
"2465","Snx1"
"2466","Snx10"
"2467","Snx18"
"2468","Snx19"
"2469","Snx2"
"2470","Snx20"
"2471","Snx6"
"2472","Soat2"
"2473","Socs1"
"2474","Socs2"
"2475","Socs3"
"2476","Socs7"
"2477","Sod2"
"2478","Sod3"
"2479","Sos1"
"2480","Sowahc"
"2481","Sox5os3"
"2482","Sp100"
"2483","Sp110"
"2484","Sp140"
"2485","Sp4"
"2486","Spa17"
"2487","Spaca6"
"2488","Spag1"
"2489","Spag9"
"2490","Sparc"
"2491","Spata13"
"2492","Spata5l1"
"2493","Spats2l"
"2494","Spef2"
"2495","Spen"
"2496","Sphk1"
"2497","Spi1"
"2498","Spic"
"2499","Spink2"
"2500","Spint1"
"2501","Spint2"
"2502","Spire1"
"2503","Spire2"
"2504","Spop"
"2505","Sppl2a"
"2506","Spred1"
"2507","Spred3"
"2508","Sprr2d"
"2509","Spry2"
"2510","Spryd7"
"2511","Spsb1"
"2512","Spta1"
"2513","Sptan1"
"2514","Sptbn2"
"2515","Sptlc1"
"2516","Sptlc2"
"2517","Sptssb"
"2518","Spty2d1"
"2519","Sqor"
"2520","Sqstm1"
"2521","Sra1"
"2522","Src"
"2523","Srcin1"
"2524","Srgap1"
"2525","Srgap2"
"2526","Srgn"
"2527","Srp19"
"2528","Srp54a"
"2529","Srp54c"
"2530","Srp72"
"2531","Srpr"
"2532","Srsf10"
"2533","Srsf11"
"2534","Srsf3-ps"
"2535","Srsf7"
"2536","Srxn1"
"2537","Ssb"
"2538","Ssc5d"
"2539","Sspn"
"2540","Ssr3"
"2541","St3gal1"
"2542","St3gal5"
"2543","St6galnac1"
"2544","St6galnac2"
"2545","St7"
"2546","St7l"
"2547","Stam2"
"2548","Stambp"
"2549","Stap1"
"2550","Stard3"
"2551","Stard3nl"
"2552","Stard5"
"2553","Stat1"
"2554","Stat2"
"2555","Stat3"
"2556","Stat5a"
"2557","Stau1"
"2558","Steap4"
"2559","Stim2"
"2560","Stip1"
"2561","Stk3"
"2562","Stk38l"
"2563","Stk39"
"2564","Stk40"
"2565","Stoml1"
"2566","Stra6l"
"2567","Strn3"
"2568","Stx11"
"2569","Stx12"
"2570","Stx16"
"2571","Stx18"
"2572","Stx3"
"2573","Stx6"
"2574","Stx8"
"2575","Stxbp1"
"2576","Stxbp3"
"2577","Styk1"
"2578","Suco"
"2579","Sugct"
"2580","Sugp1"
"2581","Sugt1"
"2582","Sumo1"
"2583","Supt6"
"2584","Surf4"
"2585","Susd2"
"2586","Susd6"
"2587","Svbp"
"2588","Swt1"
"2589","Syap1"
"2590","Syf2"
"2591","Syk"
"2592","Syn1"
"2593","Synb"
"2594","Synj1"
"2595","Synj2"
"2596","Synj2bp"
"2597","Synpo2"
"2598","Syt16"
"2599","Syt7"
"2600","Sytl3"
"2601","Syvn1"
"2602","Tab2"
"2603","Tacr2"
"2604","Tacstd2"
"2605","Taf12"
"2606","Taf15"
"2607","Taf7"
"2608","Tagap"
"2609","Tagap1"
"2610","Tagln"
