"","x"
"1360","Csf3r"
"1361","Cyfip1"
"1362","Psma5-ps"
"1363","Anp32a"
"1364","Cmtr1"
"1365","M6pr"
"1366","Rcl1"
"1367","Pi4k2b"
"1368","Ncoa7"
"1369","Naip3"
"1370","D16Ertd472e"
"1371","Dbnl"
"1372","Ust"
"1373","Dusp28"
"1374","Blcap"
"1375","Nsd3"
"1376","Tha1"
"1377","Cd14"
"1378","Amn1"
"1379","Gde1"
"1380","Denr"
"1381","Ric1"
"1382","Gm11787"
"1383","Gm15247"
"1384","Katna1"
"1385","Cd36"
"1386","Slc25a43"
"1387","Cox17"
"1388","Ahi1"
"1389","Stard5"
"1390","Mocs2"
"1391","Prdx1"
"1392","Picalm"
"1393","Tmed5"
"1394","Mug-ps1"
"1395","Crybg1"
"1396","Suco"
"1397","Cmss1"
"1398","St3gal1"
"1399","Mthfr-ps1"
"1400","Kpna3"
"1401","Casz1"
"1402","S100a11"
"1403","Ccdc171"
"1404","Gm12551"
"1405","Sap30"
"1406","Calcrl"
"1407","Lyn"
"1408","Fbrsl1"
"1409","Plekhg1"
"1410","Ccdc63"
"1411","Rnaset2b"
"1412","Sphk1"
"1413","Rap1b"
"1414","Ugcg"
"1415","Azi2"
"1416","Psme1"
"1417","Tmem243"
"1418","Pik3r5"
"1419","Tnfrsf12a"
"1420","Zc3hav1"
"1421","Gm14287"
"1422","Mir22"
"1423","Snx18"
"1424","Zc3h7a"
"1425","Gda"
"1426","Pla2g4a"
"1427","Trim26"
"1428","Selenot-ps"
"1429","Gm14608"
"1430","Degs2"
"1431","Leng9"
"1432","Ggta1"
"1433","Psd"
"1434","Cldnd1"
"1435","Lilr4b"
"1436","Serpine2"
"1437","Coa5"
"1438","Rcan1"
"1439","Pfkl"
"1440","Rab15"
"1441","Oas1c"
"1442","Dnajc1"
"1443","Sugct"
"1444","Dcp2"
"1445","Otud7a"
"1446","Lpcat2"
"1447","Stxbp1"
"1448","Olfr1444"
"1449","Pik3r6"
"1450","Stra6l"
"1451","Btla"
"1452","Pdzd2"
"1453","Alpk1"
"1454","Fam114a1"
"1455","Usp42"
"1456","Anxa7"
"1457","Tes"
"1458","Med13"
"1459","Arf4"
"1460","Adap2os"
"1461","Sass6"
"1462","Cacnb3"
"1463","Ttc9c"
"1464","Rffl"
"1465","Ghr"
"1466","Sash1"
"1467","Dennd2a"
"1468","Ciao2b"
"1469","Fbxl5"
"1470","Tbc1d13"
"1471","Xylt2"
"1472","Ero1l"
"1473","Luzp1"
"1474","Fam214b"
"1475","Gdf3"
"1476","Il31ra"
"1477","Stau1"
"1478","Syk"
"1479","Actr3-ps"
"1480","Tdrd9"
"1481","Nsrp1"
"1482","Morc3"
"1483","Cgref1"
"1484","Fam129b"
"1485","AC115752.1"
"1486","Mitf"
"1487","Cd72"
"1488","Gm11954"
"1489","Trim12c"
"1490","Mthfd2"
"1491","Tcea1-ps1"
"1492","Ccdc62"
"1493","Stap1"
"1494","Cttn"
"1495","Phyh"
"1496","Mid1"
"1497","Prdm9"
"1498","Dnajb2"
"1499","Sfmbt2"
"1500","Milr1"
"1501","Mbnl2"
"1502","P2rx4"
"1503","Cox18"
"1504","Psma5"
"1505","Dock4"
"1506","Shroom4"
"1507","Mcemp1"
"1508","Rims3"
"1509","Nub1"
"1510","Dck"
"1511","Ccl9"
"1512","Bdh2"
"1513","Med7"
"1514","Sde2"
"1515","Ndufb1-ps"
"1516","Lnpep"
"1517","Lims1"
"1518","Rest"
"1519","Basp1"
"1520","Tnfsf9"
"1521","Slc39a2"
"1522","Nab1"
"1523","Sgk1"
"1524","Capza2"
"1525","Mov10"
"1526","Dtwd1"
"1527","Slc9a1"
"1528","Prr5l"
"1529","Dnajb6-ps"
"1530","Larp1"
"1531","Sav1"
"1532","Ly6e"
"1533","Gm10382"
"1534","Tasor2"
"1535","Marf1"
"1536","Tshz1"
"1537","Foxp4"
"1538","Zdhhc2"
"1539","C9orf72"
"1540","Rars"
"1541","Spint2"
"1542","Ankrd17"
"1543","Crlf3"
"1544","Gm10157"
"1545","Pdzd11"
"1546","Mir6236"
"1547","Tagap"
"1548","Eif3j2"
"1549","Adgrg7"
"1550","Gm12818"
"1551","Brd2"
"1552","Srpr"
"1553","BC028528"
"1554","Furin"
"1555","Adamts6"
"1556","Acot7"
"1557","Znrd1as"
"1558","Plod3"
"1559","CT010467.1"
"1560","P2ry14"
"1561","Zbtb18"
"1562","Actb"
"1563","Spty2d1"
"1564","Zdhhc18"
"1565","Eva1b"
"1566","Mcfd2"
"1567","Llph-ps1"
"1568","Dnm3"
"1569","Klf6"
"1570","Ccdc88b"
"1571","Csf1"
"1572","Fam49a"
"1573","Slc12a9"
"1574","Rock1"
"1575","Nnat"
"1576","Dync1h1"
"1577","Ptprj"
"1578","Ptprc"
"1579","Snx20"
"1580","Rel"
"1581","Rab32"
"1582","Nectin4"
"1583","Trim13"
"1584","Fyb"
"1585","Usp40"
"1586","Gm13768"
"1587","Siglec1"
"1588","Trip12"
"1589","Zfp758"
"1590","Mob3c"
"1591","Gm14548"
"1592","Agrn"
"1593","Zswim4"
"1594","Tmod3"
"1595","Rnf145"
"1596","Dnhd1"
"1597","Mllt6"
"1598","Pls3"
"1599","Col18a1"
"1600","Ranbp2"
"1601","Anxa1"
"1602","Rab10"
"1603","Nfat5"
"1604","Swt1"
"1605","Cdkn2b"
"1606","Cd52"
"1607","Pxk"
"1608","Kpna4"
"1609","Ncf4"
"1610","Cnp"
"1611","Leng1"
"1612","Pf4"
"1613","Coro2a"
"1614","Klhl12"
"1615","Dpy19l2"
"1616","Mcc"
"1617","Carhsp1"
"1618","Ncf1"
"1619","Eif4g2"
"1620","Ints12"
"1621","Ilrun"
"1622","Chmp5"
"1623","Ptpn2"
"1624","Cfap43"
"1625","Mtmr6"
"1626","Airn"
"1627","Lilra6"
"1628","Snrnp27"
"1629","Anpep"
"1630","Map6"
"1631","Gm14270"
"1632","Tcea1"
"1633","Ets2"
"1634","Endod1"
"1635","Mir6990"
"1636","Ccdc71l"
"1637","Elmod2"
"1638","Ahr"
"1639","Apba1"
"1640","Gm14584"
"1641","Gm14519"
"1642","Dnajb6"
"1643","Atp1b3"
"1644","Nrg4"
"1645","Slirp"
"1646","Abracl"
"1647","mt-Tf"
"1648","Lap3"
"1649","Rab3ip"
"1650","Rnf214"
"1651","Gm12291"
"1652","Zc3h12d"
"1653","Rab21"
"1654","Gm12026"
"1655","Gm15361"
"1656","Plac8"
"1657","Acsl5"
"1658","Tmbim1"
"1659","Atg4a-ps"
"1660","Rgs14"
"1661","Tifa"
"1662","Stoml1"
"1663","Gm13363"
"1664","Rn7s1"
"1665","Eloa"
"1666","Lpp"
"1667","Camk2n1"
"1668","Syf2"
"1669","Phyhd1"
"1670","Pfkp"
"1671","Nck1"
"1672","Dpysl2"
"1673","Zfp993"
"1674","Rap1gap2"
"1675","Chac2"
"1676","Ccdc59"
"1677","Mfsd4b3-ps"
"1678","Snapc1"
"1679","Psma3"
"1680","Pcdhb22"
"1681","Psmb4"
"1682","Bdp1"
"1683","Sgk3"
"1684","Itpripl2"
"1685","Gm10366"
"1686","Psd4"
"1687","Krcc1"
"1688","Snrnp35"
"1689","Mcoln2"
"1690","Tox4"
"1691","Dusp10"
"1692","Stard3"
"1693","Sec24b"
"1694","Lrrc59"
"1695","Sra1"
"1696","Rbis"
"1697","Npc2"
"1698","Chmp2a"
"1699","Prelid2"
"1700","Ap3m1-ps"
"1701","Rep15"
"1702","Tbk1"
"1703","Sec23b"
"1704","Rab5a"
"1705","Gm14269"
"1706","Ddx24"
"1707","Map2k4"
"1708","Srxn1"
"1709","Phip"
"1710","Ctsk"
"1711","Itga9"
"1712","Chst15"
"1713","Sfxn2"
"1714","Paf1"
"1715","Otud1"
"1716","Kdm5b"
"1717","Gm13835"
"1718","Tefm"
"1719","Sh2b2"
"1720","Top1"
"1721","Atp6v0a2"
"1722","Yipf6"
"1723","Chsy3"
"1724","Agpat4"
"1725","Pigv"
"1726","Adarb1"
"1727","Psma4"
"1728","Stip1"
"1729","Ankib1"
"1730","Pitpnm1"
"1731","Acp2"
"1732","Col19a1"
"1733","Smim15"
"1734","Mcl1"
"1735","Gadd45a"
"1736","Ttc19"
"1737","Siglecf"
"1738","Traf3ip2"
"1739","Naip5"
"1740","Vps28"
"1741","Ms4a7"
"1742","Abca1"
"1743","Triobp"
"1744","Gm11196"
"1745","Mtdh"
"1746","Zfp263"
"1747","Arap1"
"1748","Irf5"
"1749","Rhoq"
"1750","Gm10388"
"1751","Ugt1a10"
"1752","Cdk8"
"1753","Rpgrip1l"
"1754","Fbxw17"
"1755","Ctss"
"1756","Cep295nl"
"1757","Zfp429"
"1758","Mir142"
"1759","Rbm12b2"
"1760","Rbm42"
"1761","Plcb3"
"1762","Mgst2"
"1763","Csnk1g3"
"1764","D1Ertd622e"
"1765","Cpne1"
"1766","Rab12"
"1767","Braf"
"1768","Pstpip1"
"1769","Mdfic"
"1770","Plin2"
"1771","Mtmr14"
"1772","Rictor"
"1773","Zswim7"
"1774","Tmem140"
"1775","Svbp"
"1776","Fubp1"
"1777","Gm15267"
"1778","Sos1"
"1779","Rbm43"
"1780","AA414768"
"1781","Acvr1b"
"1782","Liph"
"1783","Lamc1"
"1784","Wars"
"1785","Tlr6"
"1786","Kat2b"
"1787","Cacybp"
"1788","Txnrd1"
"1789","C3ar1"
"1790","Tmem202"
"1791","Gclm"
"1792","mt-Rnr1"
"1793","mt-Nd4"
"1794","Ppp2r5a"
"1795","Spire1"
"1796","Chic2"
"1797","Agtrap"
"1798","Mob3b"
"1799","Rcn1"
"1800","Naaa"
"1801","Myadm"
"1802","Cpne2"
"1803","Malat1"
"1804","Actr3"
"1805","Ociad1"
"1806","Fbxo39"
"1807","Zfp654"
"1808","Trip4"
"1809","Ctsl"
"1810","Eif6"
"1811","Zdhhc24"
"1812","Rsbn1"
"1813","Atad2b"
"1814","Vmp1"
"1815","Nbas"
"1816","Stat5a"
"1817","Ubn2"
"1818","BC031181"
"1819","B3gnt5"
"1820","Selenot"
"1821","Dnajb9"
"1822","Xrn1"
"1823","Adprm"
"1824","Slfn3"
"1825","Ppig"
"1826","Birc6"
"1827","Baz1a"
"1828","Scfd1"
"1829","Pdcd10"
"1830","Optn"
"1831","Secisbp2l"
"1832","Zfp213"
"1833","Ythdf1"
"1834","Nectin2"
"1835","Caml"
"1836","Tmtc2"
"1837","Kif5b"
"1838","Gcc1"
"1839","Sla"
"1840","AL731706.1"
"1841","Sema3c"
"1842","Txn1"
"1843","Blzf1"
"1844","Cd200r4"
"1845","Mbd2"
"1846","Tyk2"
"1847","Stim2"
"1848","Ap3b1"
"1849","Rnd3"
"1850","Zbtb21"
"1851","Galnt7"
"1852","Tenm4"
"1853","Crbn"
"1854","Slc23a2"
"1855","Phospho2"
"1856","Gm14379"
"1857","Apobr"
"1858","Lrp4"
"1859","Zfp992"
"1860","Slc25a12"
"1861","Tmem229b"
"1862","Bcl6"
"1863","Dennd1b"
"1864","Ecm1"
"1865","Tnfrsf14"
"1866","Ly96"
"1867","Slc6a8"
"1868","Sh3bgrl2"
"1869","Cggbp1"
"1870","Zbtb3"
"1871","Gm12430"
"1872","Adgre1"
"1873","Rala"
"1874","Usp6nl"
"1875","Osgin2"
"1876","Fmn1"
"1877","Tpm4"
"1878","Zbtb5"
"1879","Atp2b4"
"1880","Syn1"
"1881","Extl3"
"1882","Prkrip1"
"1883","Ube2z"
"1884","Plekha5"
"1885","Plekhf2"
"1886","Tnfrsf11a"
"1887","Arl1"
"1888","Rbms1"
"1889","Jaml"
"1890","Septin10"
"1891","Sgcb"
"1892","Acbd3"
"1893","Pcgf3"
"1894","Bmi1"
"1895","Kat6a"
"1896","Brwd3"
"1897","Pde7b"
"1898","Ube2e2"
"1899","Synj1"
"1900","Plbd1"
"1901","Aif1"
"1902","Vps37a"
"1903","Soat2"
"1904","Ywhaz"
"1905","Ube2e1"
"1906","Anxa2"
"1907","Mtpn"
"1908","Ccnl1"
"1909","Msn"
"1910","Tbc1d9"
"1911","Tiam1"
"1912","Rab6a"
"1913","Eaf1"
"1914","Rrad"
"1915","Gm12928"
"1916","Usp15"
"1917","Marcks"
"1918","Rab8b"
"1919","Banp"
"1920","Sumo1"
"1921","Gm11224"
"1922","Txndc9"
"1923","Ublcp1"
"1924","C1galt1c1"
"1925","St3gal5"
"1926","Clip2"
"1927","Esrra"
"1928","Sdc3"
"1929","Atxn7l1"
"1930","Tlr8"
"1931","AC169509.1"
"1932","Ralgds"
"1933","P2ry2"
"1934","Nfya"
"1935","Arid4a"
"1936","Dynll1"
"1937","Epb41l2"
"1938","G3bp2"
"1939","Pcsk7"
"1940","Yme1l1"
"1941","Dusp8"
"1942","Samd4b"
"1943","Chd1"
"1944","Fam177a"
"1945","Nrap"
"1946","Shisa5"
"1947","Bbx"
"1948","Gfm2"
"1949","Max"
"1950","Ctsh"
"1951","Rlf"
"1952","Glis3"
"1953","Slc30a1"
"1954","Sntb1"
"1955","Akap12"
"1956","Lipe"
"1957","Gm11189"
"1958","Prokr1"
"1959","Tm2d1"
"1960","Wdr59"
"1961","Apaf1"
"1962","Gm12989"
"1963","Zyx"
"1964","Rexo4"
"1965","Stx6"
"1966","Luc7l3"
"1967","Sh3kbp1"
"1968","Yju2"
"1969","Abr"
"1970","Atp6v1e1"
"1971","Mapkapk2"
"1972","Qpct"
"1973","Slc25a33"
"1974","Naip6"
"1975","Gm12183"
"1976","Eapp"
"1977","Serinc1"
"1978","Micall2"
"1979","Nat2"
"1980","Ptpre"
"1981","Mir1907"
"1982","Poldip3"
"1983","Psma2"
"1984","Smox"
"1985","Tmem39a"
"1986","Morf4l2"
"1987","Tgif1"
"1988","Zeb2"
"1989","Zfp943"
"1990","Lrrfip2"
"1991","Tapt1"
"1992","Tm9sf4"
"1993","Rnf14"
"1994","Mocs1"
"1995","Arl5b"
"1996","Rnaset2a"
"1997","Dubr"
"1998","Csde1"
"1999","Lsm14a"
"2000","Cndp2"
"2001","Diaph2"
"2002","Nfe2l1"
"2003","Wdr37"
"2004","Spop"
"2005","Ppp1r12a"
"2006","Lars2"
"2007","Fam177a2"
"2008","Pnrc1"
"2009","Rnf139"
"2010","Uso1"
"2011","Mrpl27-ps"
"2012","Ktn1"
"2013","Eif5b"
"2014","Uba1"
"2015","Prrc2c"
"2016","Lrch3"
"2017","Zc2hc1a"
"2018","Psen1"
"2019","Psmd7"
"2020","Slc39a1-ps"
"2021","Sgms2"
"2022","Smcr8"
"2023","Anxa6"
"2024","Actr2"
"2025","Cep85l"
"2026","Fxr1"
"2027","Phf6"
"2028","Dyrk2"
"2029","Gm12791"
"2030","Kctd12"
"2031","Gm11889"
"2032","Casp3"
"2033","Zkscan6"
"2034","Lats1"
"2035","Zdhhc21"
"2036","Armc8"
"2037","Slc39a1"
"2038","Keap1"
"2039","Neu3"
"2040","Zcrb1"
"2041","Cd80"
"2042","Ubxn2a"
"2043","Cebpd"
"2044","Adam8"
"2045","Smpdl3a"
"2046","Myl12a"
"2047","Psmc6"
"2048","Cstb"
"2049","Rpe"
"2050","Sell"
"2051","Mmp8"
"2052","Mir7658"
"2053","Zfand5"
"2054","Slc44a1"
"2055","Utp11"
"2056","Kif9"
"2057","Sec23a"
"2058","Ywhag"
"2059","Aebp2"
"2060","Atp7a"
"2061","Dnah7a"
"2062","Tmem229b-ps"
"2063","Nckap1"
"2064","Stk3"
"2065","Snx6"
"2066","Nucb2"
"2067","Ythdc1"
"2068","Cab39l"
"2069","Ggps1"
"2070","Sh3glb1"
"2071","Acsl4"
"2072","Tnfrsf1a"
"2073","Psmd11"
"2074","Tfg"
"2075","Pgm1"
"2076","Dmtf1"
"2077","Pgk1"
"2078","Cyb5r3"
"2079","Socs7"
"2080","Atp5pb-ps"
"2081","Rrp7a"
"2082","Kdm4a"
"2083","Fez2"
"2084","Bckdhb"
"2085","Ptger4"
"2086","Rab29"
"2087","Ghitm"
"2088","S100a10"
"2089","Myo10"
"2090","Wdr43"
"2091","Zfp207"
"2092","Fgd6"
"2093","Tmbim4"
"2094","Ptpn12"
"2095","Tmbim6"
"2096","Slc12a4"
"2097","Trmt61b"
"2098","Dpm1"
"2099","Acot9"
"2100","Gm14253"
"2101","Pdk3"
"2102","Slu7"
"2103","Btg1"
"2104","Slc4a7"
"2105","Rsrc2"
"2106","Itgam"
"2107","Tpm3-rs7"
"2108","Ldha"
"2109","Slc41a2"
"2110","Ppp2r2a"
"2111","Ryr3"
"2112","Trp53cor1"
"2113","Ccnyl1"
"2114","Efcab14"
"2115","Slc25a25"
"2116","Cnot4"
"2117","Aars"
"2118","Prrg4"
"2119","Ankfy1"
"2120","Tra2b"
"2121","Ndel1"
"2122","Acvrl1"
"2123","Ppp1r11"
"2124","Sirt6"
"2125","Ahsa2"
"2126","Acvr1"
"2127","Spa17"
"2128","Fam98b"
"2129","Esf1"
"2130","Fbxo38"
"2131","App"
"2132","Vasn"
"2133","Mex3c"
"2134","Klrg2"
"2135","Btg2"
"2136","Ccdc122"
"2137","Ints8"
"2138","Lrp10"
"2139","Ppp2ca"
"2140","Armcx3"
"2141","Xrcc4"
"2142","Prkce"
"2143","Efcab2"
"2144","Lrpap1"
"2145","Dcp1a"
"2146","Trappc6b"
"2147","Crk"
"2148","Agfg1"
"2149","Ube2d3"
"2150","Tfec"
"2151","Slc9a8"
"2152","Gm10145"
"2153","Axl"
"2154","AW046200"
"2155","Med21"
"2156","Orc4"
"2157","Dhrs9"
"2158","Vta1"
"2159","Fam133b"
"2160","Tcf4"
"2161","Dcaf13"
"2162","Capza1"
"2163","Ubb-ps"
"2164","Otud5"
"2165","Ap3s1-ps1"
"2166","Adam17"
"2167","Dedd"
"2168","Spry2"
"2169","Ube2j1"
"2170","Pcdhgb2"
"2171","Rab5if"
"2172","Cwc15"
"2173","Asah2"
"2174","Vav1"
"2175","Med31"
"2176","Map4k3"
"2177","Psmb5"
"2178","Fpgt"
"2179","Nadk"
"2180","Synj2"
"2181","Jak3"
"2182","Psmc5"
"2183","Tns3"
"2184","Wdr44"
"2185","Smc5"
"2186","Eif2s2"
"2187","Tmem170b"
"2188","Notch2"
"2189","Psmd12"
"2190","Zfp513"
"2191","AI662270"
"2192","Rbm5"
"2193","Arhgap10"
"2194","Gm1070"
"2195","Znf41-ps"
"2196","Minpp1"
"2197","Supt6"
"2198","Zfp991"
"2199","Zdhhc6"
"2200","Ldha-ps2"
"2201","Tceanc2"
"2202","Vezt"
"2203","Crry-ps"
"2204","Cct3"
"2205","Zfr"
"2206","Jmjd6"
"2207","Rasgef1b"
"2208","Zwint"
"2209","Rmc1"
"2210","Eef1e1"
"2211","Kars"
"2212","Nek6"
"2213","Ptges3-ps"
"2214","Ubb"
"2215","Rassf1"
"2216","Zfas1"
"2217","Usp16"
"2218","Abcc4"
"2219","Tbrg1"
"2220","Stx18"
"2221","Cep83"
"2222","Mrpl39"
"2223","Ppme1"
"2224","Mob4"
"2225","Nup98"
"2226","Mfsd9"
"2227","Rbm39"
"2228","Rn7sk"
"2229","Etf1"
"2230","Cep290"
"2231","Glipr1"
"2232","Lekr1"
"2233","Taok3"
"2234","Cnih4"
"2235","Fcf1"
"2236","Med6"
"2237","Znhit1"
"2238","Tmem132d"
"2239","Gfpt1"
"2240","Npepps"
"2241","Cd302"
"2242","Dnm1l"
"2243","Erp44"
"2244","Rab2b"
"2245","Uba6"
"2246","Mapk11"
"2247","BC024978"
"2248","Zc3h15"
"2249","Lrrc8d"
"2250","Clec4a2"
"2251","Ccnc"
"2252","Tirap"
"2253","Mtm1"
"2254","Khdc4"
"2255","Csnk1a1"
"2256","Lrrc8c"
"2257","Ppp6r1"
"2258","Anapc10"
"2259","Psmd14"
"2260","C2cd2"
"2261","Cpsf2"
"2262","Creg2"
"2263","Fzd5"
"2264","Rbms2"
"2265","Rpf2"
"2266","Sik3"
"2267","Ctso"
"2268","Nmt1"
"2269","Polr3c"
"2270","Arfgef1"
"2271","Manf"
"2272","Upf2"
"2273","Erlec1"
"2274","Rspry1"
"2275","Zeb2os"
"2276","Cops5"
"2277","Vapa"
"2278","Tmem221"
"2279","Dnajb4"
"2280","Vdac3"
"2281","Ptk2"
"2282","Mrpl32"
"2283","Itgb2"
"2284","Trappc13"
"2285","Prpf4"
"2286","E2f5"
"2287","Rpl19-ps9"
"2288","Ctsz"
"2289","Arid4b"
"2290","Phf21a"
"2291","Ndufs5"
"2292","Dgka"
"2293","Itpr1"
"2294","Shoc2"
"2295","Smarce1-ps1"
"2296","Taok2"
"2297","Tnfrsf23"
"2298","Tagap1"
"2299","Pi4k2a"
"2300","Kctd21"
"2301","Etfrf1"
"2302","Tgs1"
"2303","Vmn1r55"
"2304","Usp32"
"2305","Safb"
"2306","Cd53"
"2307","Pphln1"
"2308","Abi1"
"2309","Rasa4"
"2310","Spag1"
"2311","Nr3c1"
"2312","Ppp1r2-ps1"
"2313","Bnip2"
"2314","Rab11a"
"2315","Slc30a7"
"2316","Gm10167"
"2317","Cd82"
"2318","Micall1"
"2319","Atg4a"
"2320","Efhd2"
"2321","Gm14845"
"2322","Slc25a19"
"2323","Gm11772"
"2324","Ly9"
"2325","Elp5"
"2326","Gm10232"
"2327","Sptlc2"
"2328","Alg12"
"2329","Slc39a4"
"2330","Trappc4"
"2331","Gm15027"
"2332","Fam122a"
"2333","Ubxn4"
"2334","Polr2k"
"2335","Pira2"
"2336","Rrm2b"
"2337","Washc4"
"2338","Tlnrd1"
"2339","Lamp2"
"2340","Lnpk"
"2341","Uba5"
"2342","Fkbpl"
"2343","Rnf115"
"2344","Plcl2"
"2345","Mtf1"
"2346","Pafah1b1"
"2347","Cd74"
"2348","Gm13012"
"2349","Rbm41"
"2350","Slc16a10"
"2351","Ubap1"
"2352","Pign"
"2353","Bud31"
"2354","Psmd4"
"2355","Klf4"
"2356","Rngtt"
"2357","Llph-ps2"
"2358","Atp11a"
"2359","Atp13a1"
"2360","Myo1e"
"2361","Slc30a6"
"2362","Ufm1"
"2363","Fbxw11"
"2364","Snx16"
"2365","Timm17a"
"2366","Ttf1"
"2367","Chd9"
"2368","Selenos"
"2369","Tmem230"
"2370","Eif3j1"
"2371","Rnpep"
"2372","Cgas"
"2373","Arl3"
"2374","Slc7a7"
"2375","Meis3"
"2376","Ecpas"
"2377","Zfp260"
"2378","Tgds"
"2379","Ahnak2"
"2380","Rhoh"
"2381","Pin4"
"2382","Arhgap26"
"2383","Psmb6"
"2384","Rilpl2"
"2385","Flot1"
"2386","Ankrd12"
"2387","Krit1"
"2388","Zfp292"
"2389","Ptges3"
"2390","Tpm3"
"2391","Dnajc17"
"2392","Nfkbid"
"2393","Rc3h2"
"2394","Bclaf3"
"2395","Mrps22"
"2396","Crebbp"
"2397","Dlgap4"
"2398","Mmaa"
"2399","Rab5c"
"2400","Mylip"
"2401","Dld"
"2402","Cntrl"
"2403","Stambp"
"2404","Ccnt1"
"2405","Card6"
"2406","Dpf2"
"2407","Rnf24"
"2408","Txlng"
"2409","Kin"
"2410","Ykt6"
"2411","Gm10015"
"2412","Coq3"
"2413","Ptcd1"
"2414","Eif2s1"
"2415","Dnttip2"
"2416","Mrpl1"
"2417","Yipf4"
"2418","Tug1"
"2419","Syvn1"
"2420","Rsl1"
"2421","Iqsec2"
"2422","Bag1"
"2423","Lrrfip1"
"2424","Gm10705"
"2425","Smg8"
"2426","Ptafr"
"2427","Prdm2"
"2428","Prdx6"
"2429","Prex1"
"2430","Ensa"
"2431","Sp4"
"2432","Phf20l1"
"2433","Psmd1"
"2434","Me1"
"2435","Cdv3-ps"
"2436","Baz2b"
"2437","Synj2bp"
"2438","Purg"
"2439","Prmt2"
"2440","Gm10693"
"2441","mt-Tp"
"2442","Map4k4"
"2443","Creb3l2"
"2444","Srgap2"
"2445","Dnajc21"
"2446","Klhl32"
"2447","D17H6S53E"
"2448","Trmt5"
"2449","Cars"
"2450","Slc35d1"
"2451","Rab9"
"2452","Akirin1"
"2453","Tram2"
"2454","Vash1"
"2455","Sec61a1"
"2456","Vim"
"2457","Btrc"
"2458","Abcc1"
"2459","Prdx2-ps1"
"2460","Ptk2b"
"2461","Isca2"
"2462","Parp4"
"2463","Zdhhc5"
"2464","Zfand3"
"2465","Elk3"
"2466","Snf8"
"2467","Ube2m"
"2468","Acaa1a"
"2469","Trpm4"
"2470","Neurl3"
"2471","Usp9x"
"2472","Rhog"
"2473","Gm13339"
"2474","Urgcp"
"2475","Nufip2"
"2476","Psme4"
"2477","Creld2"
"2478","Ncoa5"
"2479","Aifm2"
"2480","Rtraf"
"2481","Piezo1"
"2482","Eif1"
"2483","Mrpl27"
"2484","Cox6a2"
"2485","Pid1"
"2486","Cwf19l2"
"2487","Cop1"
"2488","Atp11b"
"2489","Mier1"
"2490","Ergic2"
"2491","Actg-ps1"
"2492","Atad1"
"2493","Sec23ip"
"2494","R3hcc1l"
"2495","Rab18"
"2496","Caap1"
"2497","Mcur1"
"2498","Ap4b1"
"2499","Btaf1"
"2500","Ssr3"
"2501","Bahcc1"
"2502","Timmdc1"
"2503","Tmsb10"
"2504","Bmpr2"
"2505","Gm12254"
"2506","Tbce"
"2507","Ticam1"
"2508","Gm11449"
"2509","Mpp1"
"2510","Nckap1l"
"2511","Faf2"
"2512","Smndc1"
"2513","Eml4"
"2514","Cwc25"
"2515","Zfp964"
"2516","Ppp3cc"
"2517","Jrk"
"2518","Zcchc10"
"2519","Dnajc13"
"2520","Spi1"
"2521","Papolg"
"2522","Asf1a"
"2523","Med19"
"2524","Psma7"
"2525","Strn3"
"2526","Blvrb"
"2527","Psmc4"
"2528","Smap1"
"2529","Dctn4"
"2530","Pgam1-ps2"
"2531","Pip5k1a"
"2532","Creb3"
"2533","Scnm1"
"2534","Ago3"
"2535","Yipf5"
"2536","Septin11"
"2537","Mir7670"
"2538","Vps37c"
"2539","Dnajb11"
"2540","Dock10"
"2541","Thumpd3"
"2542","Kbtbd7"
"2543","Kcnn4"
"2544","Cdk11b"
"2545","Usp47"
"2546","Tmem106a"
"2547","Mul1"
"2548","Ppip5k2"
"2549","Slc30a4"
"2550","Sec61g"
"2551","Eloc"
"2552","Ptpn1"
"2553","BC049715"
"2554","Tmem50b"
"2555","Tomm70a"
"2556","Msantd4"
"2557","Sin3b"
"2558","Eif1a"
"2559","Cdc42bpa"
"2560","Nol10"
"2561","Psmc2"
"2562","Ginm1"
"2563","Zfp51"
"2564","Txnl4b"
"2565","Prkar1b"
"2566","Med10"
"2567","Vhl"
"2568","Trmt44"
"2569","Crlf2"
"2570","Cd2ap"
"2571","Senp8"
"2572","Cybc1"
"2573","Anks1"
"2574","P2ry10b"
"2575","Myh9"
"2576","Dhx38"
"2577","Vrk2"
"2578","Sf3b1"
"2579","Tyw5"
"2580","Psmb7"
"2581","Mapk1ip1l"
"2582","Aptx"
"2583","Pinx1"
"2584","Atp6v1h"
"2585","Csf2ra"
"2586","Micu3"
"2587","Psmd6"
"2588","Atp5md"
"2589","Spred1"
"2590","Tmem128"
"2591","Zfp617"
"2592","Pigg"
"2593","Surf4"
"2594","Sugp1"
"2595","Stx3"
"2596","Emc4"
"2597","Rab11fip4"
"2598","Chmp1b"
"2599","Ube2k"
"2600","Ralgapa2"
"2601","Clint1"
"2602","Gm12844"
"2603","Rc3h1"
"2604","Safb2"
"2605","Aig1"
"2606","Dr1"
"2607","Cdk12"
"2608","Ubash3b"
"2609","Armc7"
"2610","Plec"
"2611","Kdm5c"
"2612","Srp72"
"2613","Pkn2"
"2614","Kctd1"
"2615","Ampd3"
"2616","Cog4"
"2617","Wipf2"
"2618","Ube2n-ps1"
"2619","Arcn1"
"2620","Mpp5"
"2621","Bcl9"
"2622","Smg1"
"2623","Zc3h13"
"2624","Rbm4"
