"","x"
"1367","Gm15326"
"1368","Gm15428"
"1369","Gm15432"
"1370","Gm15441"
"1371","Gm15445"
"1372","Gm15452"
"1373","Gm15503"
"1374","Il6ra"
"1375","Il6st"
"1376","Il7r"
"1377","Ilk"
"1378","Immp2l"
"1379","Imp3"
"1380","Impa2"
"1381","Impact"
"1382","Impdh1"
"1383","Impdh2"
"1384","Impdh2-ps"
"1385","Incenp"
"1386","Inka1"
"1387","Inka2"
"1388","Inpp5d"
"1389","Inpp5e"
"1390","Inpp5j"
"1391","Insig1"
"1392","Insr"
"1393","Ints10"
"1394","Ints6l"
"1395","Ints7"
"1396","Ip6k1"
"1397","Ipo11"
"1398","Ipo9"
"1399","Ipp"
"1400","Iqce"
"1401","Iqch"
"1402","Iqgap3"
"1403","Iqsec1"
"1404","Irak1"
"1405","Irak1bp1"
"1406","Irf2bp2"
"1407","Irf4"
"1408","Isoc2a"
"1409","Isoc2b"
"1410","Isyna1"
"1411","Itga3"
"1412","Itga6"
"1413","Itga8"
"1414","Itgb2l"
"1415","Itgb3"
"1416","Itgb3bp"
"1417","Itgb5"
"1418","Itm2a"
"1419","Itpr3"
"1420","Itpripl1"
"1421","Ivd"
"1422","Ivns1abp"
"1423","Izumo4"
"1424","Jade1"
"1425","Jag2"
"1426","Jcad"
"1427","Jmjd1c"
"1428","Jmjd7"
"1429","Jmjd8"
"1430","Jmy"
"1431","Josd1"
"1432","Jph1"
"1433","Jpx"
"1434","Jup"
"1435","Kank2"
"1436","Kank3"
"1437","Kansl2"
"1438","Kansl2-ps"
"1439","Kantr"
"1440","Kat14"
"1441","Kat2a"
"1442","Kat6b"
"1443","Kat7"
"1444","Katnb1"
"1445","Kbtbd11"
"1446","Kbtbd6"
"1447","Kcnab2"
"1448","Kcnb1"
"1449","Kcne3"
"1450","Kcnh6"
"1451","Kcnip3"
"1452","Kcnj10"
"1453","Kcnj2"
"1454","Kcnj9"
"1455","Kcnk12"
"1456","Kcnk13"
"1457","Kcnk5"
"1458","Kcnk6"
"1459","Kcp"
"1460","Kctd12b"
"1461","Kctd2"
"1462","Kctd7"
"1463","Kdelr1"
"1464","Kdm1b"
"1465","Kdm2b"
"1466","Kdm8"
"1467","Kdsr"
"1468","Khk"
"1469","Kif11"
"1470","Kif13a"
"1471","Kif13b"
"1472","Kif14"
"1473","Kif15"
"1474","Kif16b"
"1475","Kif18a"
"1476","Kif18b"
"1477","Kif19a"
"1478","Kif20a"
"1479","Kif20b"
"1480","Kif21b"
"1481","Kif22"
"1482","Kif23"
"1483","Kif24"
"1484","Kif2c"
"1485","Kif3a"
"1486","Kif4"
"1487","Kif5a"
"1488","Kif7"
"1489","Kifc1"
"1490","Kifc2"
"1491","Kifc3"
"1492","Kifc5b"
"1493","Kit"
"1494","Kitl"
"1495","Kiz"
"1496","Klc4"
"1497","Klf1"
"1498","Klf11"
"1499","Klf16"
"1500","Klf2"
"1501","Klf5"
"1502","Klf9"
"1503","Klhdc2"
"1504","Klhdc8b"
"1505","Klhl15"
"1506","Klhl21"
"1507","Klhl22"
"1508","Klhl23"
"1509","Klhl24"
"1510","Klhl25"
"1511","Klhl3"
"1512","Klhl33"
"1513","Klhl35"
"1514","Klhl36"
"1515","Klhl42"
"1516","Klhl5"
"1517","Klhl6"
"1518","Klhl8"
"1519","Klk1b11"
"1520","Kmt5c"
"1521","Knl1"
"1522","Knstrn"
"1523","Kntc1"
"1524","Kpna2"
"1525","Kpnb1"
"1526","Kras"
"1527","Krba1"
"1528","Krt80"
"1529","Kti12"
"1530","Kxd1"
"1531","Kyat1"
"1532","L2hgdh"
"1533","L3hypdh"
"1534","L3mbtl2"
"1535","Lactb2"
"1536","Lage3"
"1537","Lair1"
"1538","Lama3"
"1539","Lamb2"
"1540","Lancl1"
"1541","Laptm4b"
"1542","Laptm5"
"1543","Lat2"
"1544","Lbh"
"1545","Lbr"
"1546","Lcmt2"
"1547","Ldb1"
"1548","Ldhb"
"1549","Ldlr"
"1550","Ldlrad3"
"1551","Ldlrad4"
"1552","Lefty1"
"1553","Leng8"
"1554","Letmd1"
"1555","Lfng"
"1556","Lgalsl"
"1557","Lgr4"
"1558","Lhfpl2"
"1559","Lhpp"
"1560","Lifr"
"1561","Lig1"
"1562","Lima1"
"1563","Lime1"
"1564","Limk1"
"1565","Limk2"
"1566","Lipa"
"1567","Lipt1"
"1568","Lipt2"
"1569","Lix1l"
"1570","Lmbr1"
"1571","Lmbrd2"
"1572","Lmf1"
"1573","Lmf2"
"1574","Lmln"
"1575","Lmnb1"
"1576","Lmnb2"
"1577","Lmo1"
"1578","Lmo2"
"1579","Lncppara"
"1580","Lockd"
"1581","Lonrf1"
"1582","Lonrf3"
"1583","Lpar2"
"1584","Lpar5"
"1585","Lpar6"
"1586","Lpcat1"
"1587","Lpcat3"
"1588","Lpcat4"
"1589","Lpin1"
"1590","Lpl"
"1591","Lratd2"
"1592","Lrch4"
"1593","Lrfn1"
"1594","Lrfn3"
"1595","Lrfn4"
"1596","Lrg1"
"1597","Lrig1"
"1598","Lrig3"
"1599","Lrmp"
"1600","Lrp5"
"1601","Lrp6"
"1602","Lrpprc"
"1603","Lrr1"
"1604","Lrrc1"
"1605","Lrrc14"
"1606","Lrrc14b"
"1607","Lrrc20"
"1608","Lrrc27"
"1609","Lrrc29"
"1610","Lrrc56"
"1611","Lrrc66"
"1612","Lrrc70"
"1613","Lrrc73"
"1614","Lrrc75a"
"1615","Lrrc8b"
"1616","Lrrcc1"
"1617","Lrsam1"
"1618","Lrwd1"
"1619","Lsm11"
"1620","Lsm2"
"1621","Lsm6"
"1622","Lsp1"
"1623","Lsr"
"1624","Lss"
"1625","Lta4h"
"1626","Ltb4r2"
"1627","Ltbp3"
"1628","Ltc4s"
"1629","Ltf"
"1630","Ly6a2"
"1631","Lyl1"
"1632","Lyplal1"
"1633","Lyrm7"
"1634","Lyrm9"
"1635","Lyzl4"
"1636","Lztr1"
"1637","Lzts2"
"1638","Lzts3"
"1639","M1ap"
"1640","Maco1"
"1641","Macrod1"
"1642","Mad1l1"
"1643","Mad2l1"
"1644","Maf1"
"1645","Mafa"
"1646","Mafg"
"1647","Maged1"
"1648","Magee1"
"1649","Magef1"
"1650","Mageh1"
"1651","Magi3"
"1652","Mak"
"1653","Mamdc2"
"1654","Maml3"
"1655","Mamld1"
"1656","Man1a"
"1657","Man1c1"
"1658","Man2a2"
"1659","Man2b1"
"1660","Man2c1"
"1661","Man2c1os"
"1662","Manba"
"1663","Mansc1"
"1664","Mansc4"
"1665","Maoa"
"1666","Map1lc3b"
"1667","Map1s"
"1668","Map2k5"
"1669","Map2k6"
"1670","Map3k1"
"1671","Map3k10"
"1672","Map3k11"
"1673","Map3k12"
"1674","Map3k15"
"1675","Map3k20"
"1676","Map3k4"
"1677","Map3k9"
"1678","Map4k1"
"1679","Map4k2"
"1680","Map7d3"
"1681","Mapk14"
"1682","Mapk7"
"1683","Mapk8ip1"
"1684","Marchf9"
"1685","Mars2"
"1686","Marveld1"
"1687","Mast1"
"1688","Mast3"
"1689","Mastl"
"1690","Matk"
"1691","Matn2"
"1692","Mavs"
"1693","Maz"
"1694","Mbd3"
"1695","Mbd4"
"1696","Mbd6"
"1697","Mblac1"
"1698","Mblac2"
"1699","Mbnl1"
"1700","Mbnl3"
"1701","Mboat1"
"1702","Mbp"
"1703","Mbtps1"
"1704","Mcam"
"1705","Mccc2"
"1706","Mcee"
"1707","Mcm2"
"1708","Mcm3"
"1709","Mcm4"
"1710","Mcm5"
"1711","Mcm6"
"1712","Mcm7"
"1713","Mcm8"
"1714","Mcoln3"
"1715","Mcph1"
"1716","Mcrip2"
"1717","Mctp1"
"1718","Mdc1"
"1719","Mdfi"
"1720","Mdga1"
"1721","Mdh1"
"1722","Mdm1"
"1723","Mdp1"
"1724","Meaf6"
"1725","Med16"
"1726","Med18"
"1727","Med22"
"1728","Med25"
"1729","Med30"
"1730","Mef2a"
"1731","Mef2b"
"1732","Mef2c"
"1733","Mef2d"
"1734","Megf8"
"1735","Megf9"
"1736","Meioc"
"1737","Meis1"
"1738","Melk"
"1739","Metap1d"
"1740","Metrn"
"1741","Mettl17"
"1742","Mettl18"
"1743","Mettl25"
"1744","Mettl26"
"1745","Mettl27"
"1746","Mettl7a1"
"1747","Mettl7a2"
"1748","Mettl8"
"1749","Mettl9"
"1750","Mex3b"
"1751","Mex3d"
"1752","Mfge8"
"1753","Mfng"
"1754","Mfsd10"
"1755","Mfsd11"
"1756","Mfsd12"
"1757","Mfsd13a"
"1758","Mfsd3"
"1759","Mfsd4a"
"1760","Mfsd4b4"
"1761","Mfsd5"
"1762","Mfsd6"
"1763","Mgat4b"
"1764","Mgll"
"1765","Mgmt"
"1766","Mgst3"
"1767","Mib2"
"1768","Mical1"
"1769","Mical3"
"1770","Mid1ip1"
"1771","Miga1"
"1772","Miip"
"1773","Minar1"
"1774","Mindy1"
"1775","Mindy2"
"1776","Mindy4"
"1777","Mink1"
"1778","Mir1191"
"1779","Mir133a-2"
"1780","Mir1668"
"1781","Mir1892"
"1782","Mir1903"
"1783","Mir2861"
"1784","Mir29c"
"1785","Mir5114"
"1786","Mir5116"
"1787","Mir546"
"1788","Mir5625"
"1789","Mir6955"
"1790","Mir6989"
"1791","Mir7115"
"1792","Mir8101"
"1793","Mir99ahg"
"1794","Mis18a"
"1795","Mis18bp1"
"1796","Misp3"
"1797","Mki67"
"1798","Mknk1"
"1799","Mknk2"
"1800","Mks1"
"1801","Mlec"
"1802","Mlh1"
"1803","Mlh3"
"1804","Mlst8"
"1805","Mlxipl"
"1806","Mlycd"
"1807","Mmab"
"1808","Mmd"
"1809","Mmgt1"
"1810","Mmgt2"
"1811","Mmp11"
"1812","Mmp17"
"1813","Mmp9"
"1814","Mms22l"
"1815","Mmut"
"1816","Mn1"
"1817","Mnd1"
"1818","Mns1"
"1819","Mnt"
"1820","Mob2"
"1821","Mob3a"
"1822","Mogat2"
"1823","Mok"
"1824","Morc4"
"1825","Morn4"
"1826","Mospd3"
"1827","Mpdu1"
"1828","Mpg"
"1829","Mphosph9"
"1830","Mplkip"
"1831","Mpo"
"1832","Mprip"
"1833","Mpst"
"1834","Mpv17"
"1835","Mpv17l2"
"1836","Mpz"
"1837","Mpzl1"
"1838","Mr1"
"1839","Mrgpre"
"1840","Mri1"
"1841","Mrm1"
"1842","Mrm2"
"1843","Mrnip"
"1844","Mroh1"
"1845","Mroh6"
"1846","Mrpl12"
"1847","Mrpl23"
"1848","Mrpl28"
"1849","Mrpl34"
"1850","Mrpl41"
"1851","Mrpl42"
"1852","Mrpl51"
"1853","Mrps16"
"1854","Mrps26"
"1855","Mrps34"
"1856","Mrps35"
"1857","Mrps36"
"1858","Mrps6"
"1859","Mrtfa"
"1860","Mrvi1"
"1861","Msh2"
"1862","Msh6"
"1863","Msl3"
"1864","Msmo1"
"1865","Msrb2"
"1866","mt-Nd1"
"1867","mt-Nd3"
"1868","mt-Tl1"
"1869","Mta1"
"1870","Mtap"
"1871","Mtbp"
"1872","Mtch1"
"1873","Mterf2"
"1874","Mtfp1"
"1875","Mtg1"
"1876","Mthfd1"
"1877","Mthfsd"
"1878","Mtmr1"
"1879","Mtmr12"
"1880","Mtr"
"1881","Mtss1"
"1882","Mturn"
"1883","Muc2"
"1884","Mutyh"
"1885","Mvb12b"
"1886","Mvk"
"1887","Mxd3"
"1888","Mxd4"
"1889","Myadml2"
"1890","Myb"
"1891","Mybl1"
"1892","Mybl2"
"1893","Myl2"
"1894","Myo18a"
"1895","Myo1f"
"1896","Myo5a"
"1897","Myo6"
"1898","Myo7a"
"1899","Myom1"
"1900","Myorg"
"1901","Myoz1"
"1902","Mypopos"
"1903","Mzf1"
"1904","Mzt1"
"1905","Mzt2"
"1906","N4bp2"
"1907","N4bp2l1"
"1908","N4bp2os"
"1909","N4bp3"
"1910","Naa40"
"1911","Naa50"
"1912","Naa60"
"1913","Naaladl1"
"1914","Nacc2"
"1915","Nadk2"
"1916","Nagk"
"1917","Naglu"
"1918","Nagpa"
"1919","Nanos1"
"1920","Nanp"
"1921","Nans"
"1922","Nap1l1"
"1923","Nap1l3"
"1924","Nars2"
"1925","Nasp"
"1926","Nat10"
"1927","Nat8l"
"1928","Natd1"
"1929","Nav1"
"1930","Nav2"
"1931","Nbdy"
"1932","Nbeal2"
"1933","Ncam1"
"1934","Ncapd2"
"1935","Ncapd3"
"1936","Ncapg"
"1937","Ncapg2"
"1938","Ncaph"
"1939","Ncaph2"
"1940","Nccrp1"
"1941","Nceh1"
"1942","Nckap5l"
"1943","Nckipsd"
"1944","Ncoa2"
"1945","Ncoa3"
"1946","Ncoa4"
"1947","Ncoa4-ps"
"1948","Ncor2"
"1949","Ncs1"
"1950","Ndc1"
"1951","Ndc80"
"1952","Nde1"
"1953","Ndnf"
"1954","Ndor1"
"1955","Ndrg2"
"1956","Ndrg3"
"1957","Ndst1"
"1958","Ndufa4"
"1959","Ndufaf7"
"1960","Ndufaf8"
"1961","Ndufb11"
"1962","Ndufs2"
"1963","Ndufs5-ps"
"1964","Ndufs7"
"1965","Ndufs8"
"1966","Ndufv3"
"1967","Nectin1"
"1968","Nedd1"
"1969","Nedd4l"
"1970","Nedd9"
"1971","Neil1"
"1972","Neil2"
"1973","Neil3"
"1974","Nek2"
"1975","Nek3"
"1976","Nek8"
"1977","Nelfa"
"1978","Nelfcd"
"1979","Nemp2"
"1980","Neo1"
"1981","Nepro"
"1982","Net1"
"1983","Neurl1a"
"1984","Neurl1b"
"1985","Neurl2"
"1986","Nf2"
"1987","Nfam1"
"1988","Nfatc1"
"1989","Nfatc2"
"1990","Nfe2"
"1991","Nfia"
"1992","Nfic"
"1993","Nfx1"
"1994","Ngp"
"1995","Ngrn"
"1996","Nhej1"
"1997","Nhlrc1"
"1998","Nhlrc3"
"1999","Nhp2"
"2000","Nhsl1"
"2001","Nhsl2"
"2002","Nicn1"
"2003","Nim1k"
"2004","Nin"
"2005","Ninl"
"2006","Nipa1"
"2007","Nipal3"
"2008","Nipsnap1"
"2009","Nlrc3"
"2010","Nlrp10"
"2011","Nlrp12"
"2012","Nlrp1b"
"2013","Nlrp1c-ps"
"2014","Nlrx1"
"2015","Nmb"
"2016","Nme3"
"2017","Nme4"
"2018","Nmnat3"
"2019","Nmt2"
"2020","Nnt"
"2021","Nob1"
"2022","Nol4l"
"2023","Nol6"
"2024","Nol9"
"2025","Nop10"
"2026","Nop9"
"2027","Nos1ap"
"2028","Nos3"
"2029","Nostrin"
"2030","Noxo1"
"2031","Npas1"
"2032","Npas2"
"2033","Npat"
"2034","Npc1"
"2035","Npepl1"
"2036","Npff"
"2037","Nphp3"
"2038","Nphp4"
"2039","Npl"
"2040","Npm3"
"2041","Npm3-ps1"
"2042","Nprl2"
"2043","Nptx1"
"2044","Nptxr"
"2045","Nqo2"
"2046","Nr0b2"
"2047","Nr1d1"
"2048","Nr1d2"
"2049","Nr2c2"
"2050","Nr2c2ap"
"2051","Nr2f6"
"2052","Nr3c2"
"2053","Nr4a1"
"2054","Nrde2"
"2055","Nrg2"
"2056","Nrip2"
"2057","Nrp1"
"2058","Nrros"
"2059","Nrtn"
"2060","Nsdhl"
"2061","Nsl1"
"2062","Nsmce4a"
"2063","Nsun7"
"2064","Nt5c2"
"2065","Nt5c3b"
"2066","Nt5dc2"
"2067","Nt5dc3"
"2068","Nthl1"
"2069","Ntn3"
"2070","Nuak1"
"2071","Nubpl"
"2072","Nucks1"
"2073","Nudt1"
"2074","Nudt14"
"2075","Nudt15"
"2076","Nudt16l1"
"2077","Nudt2"
"2078","Nudt21"
"2079","Nudt22"
"2080","Nudt4"
"2081","Nudt5"
"2082","Nudt6"
"2083","Nuf2"
"2084","Numa1"
"2085","Numb"
"2086","Numbl"
"2087","Nup107"
"2088","Nup133"
"2089","Nup155"
"2090","Nup188"
"2091","Nup205"
"2092","Nup210"
"2093","Nup62"
"2094","Nup85"
"2095","Nupl2"
"2096","Nupr1l"
"2097","Nusap1"
"2098","Nxpe1-ps"
"2099","Nxpe5"
"2100","Nxt1"
"2101","Nxt2"
"2102","Nynrin"
"2103","Oat"
"2104","Oaz1"
"2105","Oaz1-ps"
"2106","Ocel1"
"2107","Odf2"
"2108","Ogfod2"
"2109","Ogfod3"
"2110","Ogg1"
"2111","Oip5"
"2112","Oit3"
"2113","Olfm1"
"2114","Olfm4"
"2115","Olfr110"
"2116","Olfr920"
"2117","Opn3"
"2118","Orai3"
"2119","Orc1"
"2120","Orc5"
"2121","Orc6"
"2122","Ormdl1"
"2123","Osbpl10"
"2124","Osbpl11"
"2125","Osbpl1a"
"2126","Osbpl2"
"2127","Osbpl6"
"2128","Osbpl7"
"2129","Osbpl8"
"2130","Oscp1"
"2131","Osgep"
"2132","Osgepl1"
"2133","Osgin1"
"2134","Otulin"
"2135","Otulinl"
"2136","Ovgp1"
"2137","Oxa1l"
"2138","Oxct1"
"2139","Oxld1"
"2140","Oxr1"
"2141","P2rx1"
"2142","P2rx7"
"2143","P2ry1"
"2144","P2ry12"
"2145","P2ry13"
"2146","P3h3"
"2147","Pabpc4"
"2148","Pacc1"
"2149","Pacs1"
"2150","Padi2"
"2151","Padi3"
"2152","Padi4"
"2153","Pafah2"
"2154","Pagr1a"
"2155","Paics"
"2156","Paip2b"
"2157","Pak1"
"2158","Palb2"
"2159","Pald1"
"2160","Palm"
"2161","Pank1"
"2162","Pank3"
"2163","Pank4"
"2164","Panx1"
"2165","Paox"
"2166","Paqr4"
"2167","Paqr7"
"2168","Paqr8"
"2169","Pard3b"
"2170","Pard6a"
"2171","Pard6b"
"2172","Pard6g"
"2173","Parp1"
"2174","Parp16"
"2175","Parpbp"
"2176","Pars2"
"2177","Particl"
"2178","Parvg"
"2179","Pask"
"2180","Patj"
"2181","Patz1"
"2182","Paxip1"
"2183","Paxx"
"2184","Pbk"
"2185","Pbx3"
"2186","Pbx4"
"2187","Pcbp3"
"2188","Pcbp4"
"2189","Pccb"
"2190","Pcdhac2"
"2191","Pcdhga11"
"2192","Pcdhga12"
"2193","Pcdhgb7"
"2194","Pcdhgc3"
"2195","Pcdhgc4"
"2196","Pcdhgc5"
"2197","Pcgf2"
"2198","Pcgf6"
"2199","Pcif1"
"2200","Pck2"
"2201","Pclaf"
"2202","Pcmtd2"
"2203","Pcnt"
"2204","Pcnx3"
"2205","Pcnx4"
"2206","Pcp4l1"
"2207","Pcsk4"
"2208","Pcx"
"2209","Pcyox1"
"2210","Pcyox1l"
"2211","Pcyt1a"
"2212","Pcyt1b"
"2213","Pcyt2"
"2214","Pdcd4"
"2215","Pdcd7"
"2216","Pde3b"
"2217","Pde4a"
"2218","Pdf"
"2219","Pdik1l"
"2220","Pdk2"
"2221","Pdlim2"
"2222","Pdlim4"
"2223","Pdp1"
"2224","Pdp2"
"2225","Pdpr"
"2226","Pdxk"
"2227","Pdzd4"
"2228","Pdzk1"
"2229","Pear1"
"2230","Pecr"
"2231","Peg12"
"2232","Peg13"
"2233","Peli2"
"2234","Pelp1"
"2235","Pemt"
"2236","Pepd"
"2237","Per1"
"2238","Per3"
"2239","Pex1"
"2240","Pex10"
"2241","Pex6"
"2242","Pfas"
"2243","Pfkfb4"
"2244","Pfkm"
"2245","Pgam2"
"2246","Pgap1"
"2247","Pgap3"
"2248","Pgghg"
"2249","Pgls"
"2250","Pglyrp1"
"2251","Pgm2l1"
"2252","Pgm5"
"2253","Pgp"
"2254","Pgpep1"
"2255","Phactr2"
"2256","Pheta1"
"2257","Pheta2"
"2258","Phf1"
"2259","Phf13"
"2260","Phf19"
"2261","Phf2"
"2262","Phf20"
"2263","Phf24"
"2264","Phf7"
"2265","Phka1"
"2266","Phka2"
"2267","Phkg2"
"2268","Phlda3"
"2269","Phpt1"
"2270","Pi16"
"2271","Pias3"
"2272","Pidd1"
"2273","Pif1"
"2274","Pigb"
"2275","Pigo"
"2276","Pigt"
"2277","Pigyl"
"2278","Pigz"
"2279","Pih1d1"
"2280","Pik3r2"
"2281","Pimreg"
"2282","Pink1"
"2283","Pip4k2a"
"2284","Pip4k2b"
"2285","Pip4p2"
"2286","Pip5k1c"
"2287","Pir"
"2288","Pisd-ps1"
"2289","Pithd1"
"2290","Pitpnm2"
"2291","Pkd1"
"2292","Pkd1l2"
"2293","Pkdcc"
"2294","Pkib"
"2295","Pkig"
"2296","Pkmyt1"
"2297","Pkn1"
"2298","Pkn3"
"2299","Pkp3"
"2300","Pla2g15"
"2301","Pla2g6"
"2302","Platr25"
"2303","Plau"
"2304","Plcb2"
"2305","Plcd3"
"2306","Plcg1"
"2307","Plcl1"
"2308","Plcxd1"
"2309","Pld2"
"2310","Pld4"
"2311","Plekha7"
"2312","Plekhf1"
"2313","Plekhg3"
"2314","Plekhg5"
"2315","Plekhh2"
"2316","Plekhh3"
"2317","Plekhm1"
"2318","Plekhm2"
"2319","Plekho1"
"2320","Plk1"
"2321","Plk4"
"2322","Plp2"
"2323","Plpbp"
"2324","Plpp2"
"2325","Plpp7"
"2326","Plppr3"
"2327","Plscr3"
"2328","Plscr4"
"2329","Plxdc1"
"2330","Plxdc2"
"2331","Plxna2"
"2332","Plxna3"
"2333","Plxna4"
"2334","Plxnb3"
"2335","Plxnc1"
"2336","Plxnd1"
"2337","Pmf1"
"2338","Pmm1"
"2339","Pmp22"
"2340","Pms1"
"2341","Pms2"
"2342","Pmvk"
"2343","Pnpla7"
"2344","Pnpo"
"2345","Poc1a"
"2346","Poc1b"
"2347","Pogk"
"2348","Poglut2"
"2349","Poglut3"
"2350","Pola1"
"2351","Pola2"
"2352","Pold1"
"2353","Pold2"
"2354","Poldip2"
"2355","Pole"
"2356","Pole2"
"2357","Pole3"
"2358","Polg"
"2359","Polg2"
"2360","Polh"
"2361","Poli"
"2362","Polq"
"2363","Polr1b"
"2364","Polr2a"
"2365","Polr2e"
"2366","Polr2h"
"2367","Polr2l"
"2368","Polr3e"
"2369","Polr3g"
"2370","Polr3gl"
"2371","Polr3h"
"2372","Polrmt"
"2373","Pom121"
"2374","Pomgnt2"
"2375","Pomk"
"2376","Pomt1"
"2377","Pop5"
"2378","Porcn"
"2379","Pot1a"
"2380","Pou2f1"
"2381","Ppan"
"2382","Pparg"
"2383","Ppargc1b"
"2384","Ppat"
"2385","Ppcdc"
"2386","Ppcs"
"2387","Ppfia4"
"2388","Ppia"
"2389","Ppih"
"2390","Ppil1"
"2391","Ppip5k1"
"2392","Ppm1d"
"2393","Ppm1g"
"2394","Ppm1j"
"2395","Ppm1m"
"2396","Ppox"
"2397","Ppp1r12c"
"2398","Ppp1r14b"
"2399","Ppp1r16a"
"2400","Ppp1r3e"
"2401","Ppp1r9a"
"2402","Ppp2r5c"
"2403","Ppp2r5d"
"2404","Ppp4r4"
"2405","Ppp5c"
"2406","Ppp6r2"
"2407","Pqlc2"
"2408","Pqlc3"
"2409","Pradc1"
"2410","Pram1"
"2411","Prc1"
"2412","Prdm10"
"2413","Prdm11"
"2414","Prickle2"
"2415","Prickle3"
"2416","Prim1"
"2417","Prim2"
"2418","Primpol"
"2419","Prkaca"
"2420","Prkacb"
"2421","Prkag2"
"2422","Prkag2os2"
"2423","Prkar2a"
"2424","Prkca"
"2425","Prkcb"
"2426","Prkch"
"2427","Prkci"
"2428","Prkd3"
"2429","Prkdc"
"2430","Prkn"
"2431","Prkra"
"2432","Prmt3"
"2433","Prob1"
"2434","Prodh"
"2435","Prokr1"
"2436","Pros1"
"2437","Proscos"
"2438","Proser1"
"2439","Proser3"
"2440","Prox2"
"2441","Proz"
"2442","Prpf19"
"2443","Prps1"
"2444","Prps2"
"2445","Prr11"
"2446","Prr12"
"2447","Prr18"
"2448","Prr22"
"2449","Prr33"
"2450","Prr36"
"2451","Prr5"
"2452","Prrg1"
"2453","Prrt3"
"2454","Prss16"
"2455","Prss36"
"2456","Prss41"
"2457","Prtn3"
"2458","Prune1"
"2459","Prune2"
"2460","Prxl2a"
"2461","Prxl2b"
"2462","Prxl2c"
"2463","Psat1"
"2464","Psenen-ps"
"2465","Pskh1"
"2466","Psma8"
"2467","Psmg2"
"2468","Psmg4"
"2469","Psrc1"
"2470","Pstk"
"2471","Ptchd1"
"2472","Pter"
"2473","Ptger1"
"2474","Ptger3"
"2475","Ptges3l"
"2476","Ptgr2"
"2477","Ptgs1"
"2478","Ptms"
"2479","Ptov1"
"2480","Ptp4a3"
"2481","Ptpa"
"2482","Ptpdc1"
"2483","Ptpn18"
"2484","Ptpn21"
"2485","Ptpn22"
"2486","Ptpn3"
"2487","Ptpn4"
"2488","Ptpra"
"2489","Ptpro"
"2490","Ptprs"
"2491","Ptprv"
"2492","Ptrh1"
"2493","Ptrh2"
"2494","Ptrhd1"
"2495","Pus1"
"2496","Pus7l"
"2497","Pusl1"
"2498","Pvt1"
"2499","Pwwp2a"
"2500","Pwwp2b"
"2501","Pwwp3a"
"2502","Pxmp4"
"2503","Pxylp1"
"2504","Pycrl"
"2505","Pygb"
"2506","Pyroxd2"
"2507","Pyurf"
"2508","Qdpr"
"2509","Qrsl1"
"2510","Qser1"
"2511","Qtrt1"
"2512","R3hcc1"
"2513","R3hdm1"
"2514","R3hdm4"
"2515","R74862"
"2516","Rab11fip2"
"2517","Rab11fip3"
"2518","Rab11fip5"
"2519","Rab17"
"2520","Rab19"
"2521","Rab26os"
"2522","Rab27a"
"2523","Rab34"
"2524","Rab3a"
"2525","Rab3d"
"2526","Rab3gap2"
"2527","Rab3il1"
"2528","Rab40c"
"2529","Rab42"
"2530","Rab6b"
"2531","Rab7b"
"2532","Rabggta"
"2533","Racgap1"
"2534","Rad1"
"2535","Rad18"
"2536","Rad21"
"2537","Rad50"
"2538","Rad51"
"2539","Rad51ap1"
"2540","Rad51b"
"2541","Rad51c"
"2542","Rad54b"
"2543","Rad54l"
"2544","Rai1"
"2545","Ralbp1"
"2546","Ralgps2"
"2547","Ramp1"
"2548","Ranbp17"
"2549","Rangap1"
"2550","Rangrf"
"2551","Rap1gap"
"2552","Rap2a"
"2553","Rapgef3"
"2554","Rapgef6"
"2555","Rapgefl1"
"2556","Raph1"
"2557","Rapsn"
"2558","Rarres1"
"2559","Rasa3"
"2560","Rasal1"
"2561","Rasal2"
"2562","Rasal3"
"2563","Rasd2"
"2564","Rasgef1a"
"2565","Rasgrf2"
"2566","Rasgrp2"
"2567","Rasgrp3"
"2568","Rasgrp4"
"2569","Rassf3"
"2570","Rassf5"
"2571","Rassf7"
"2572","Rassf8"
"2573","Rb1"
"2574","Rbbp7"
"2575","Rbfa"
"2576","Rbfaos"
"2577","Rbl2"
"2578","Rbm38"
"2579","Rcan3"
"2580","Rcbtb1"
"2581","Rcbtb2"
"2582","Rcc1"
"2583","Rcc2"
"2584","Rchy1"
"2585","Rcn3"
"2586","Rcor1"
"2587","Rcor3"
"2588","Rcsd1"
"2589","Rd3"
"2590","Rdh11"
"2591","Rdm1"
"2592","Reck"
"2593","Recql"
"2594","Recql4"
"2595","Reep4"
"2596","Reep6"
"2597","Rell1"
"2598","Rell2"
"2599","Relt"
"2600","Repin1"
"2601","Reps2"
"2602","Rere"
"2603","Retnlg"
"2604","Retreg1"
"2605","Retsat"
"2606","Rev1"
"2607","Rev3l"
"2608","Rexo5"
"2609","Rfc1"
"2610","Rfc2"
"2611","Rfc4"
"2612","Rfc5"
"2613","Rflnb"
"2614","Rfng"
"2615","Rftn2"
"2616","Rfx2"
"2617","Rfx3"
"2618","Rfx7"
"2619","Rgl2"
"2620","Rgl3"
"2621","Rgs10"
"2622","Rgs11"
"2623","Rgs12"
"2624","Rgs18"
"2625","Rgs2"
"2626","Rgs7bp"
"2627","Rgsl1"
"2628","Rhbdd3"
"2629","Rhbdf1"
"2630","Rhebl1"
"2631","Rhno1"
"2632","Rhobtb1"
